id_evaluacion,id_cliente,fecha_evaluacion,score_crediticio,ingresos_mensuales,deuda_total,ratio_endeudamiento,num_impagos_12m,utilizacion_credito_pct,nivel_riesgo,probabilidad_impago
5159,1356,2026-03-31,684,2422.98,30161.7,103.73,0,45.02,alto,0.32408
5160,1356,2026-06-30,657,2422.98,24587.69,84.56,0,48.52,alto,0.37761
5161,1357,2026-03-31,612,1334.69,3380.14,21.1,0,19.65,alto,0.49091
5162,1357,2026-06-30,638,1334.69,1200.91,7.5,0,51.85,alto,0.37541
5163,1358,2025-09-30,530,1078.6,17041.85,120,0,41.06,alto,0.95
5164,1358,2025-12-31,544,1078.6,8484.15,65.55,0,38.93,alto,0.80962
5165,1358,2026-03-31,548,1078.6,8393.26,64.85,0,85.86,alto,0.79503
5166,1358,2026-06-30,516,1078.6,19279.9,120,0,71.98,alto,0.95
5167,1359,2025-09-30,763,1903.63,22676.29,99.27,1,21.68,medio,0.19185
5168,1359,2025-12-31,774,1903.63,34935.71,120,1,53.01,alto,0.22325
5169,1359,2026-03-31,765,1903.63,31306.09,120,1,22.14,alto,0.23135
5170,1359,2026-06-30,781,1903.63,33300.21,120,1,53.12,medio,0.21773
5171,1360,2025-09-30,799,2889.03,22769.6,65.68,0,44.47,bajo,0.07253
5172,1360,2025-12-31,786,2889.03,9634.06,27.79,0,14.71,bajo,0.03917
5173,1360,2026-03-31,791,2889.03,27052.16,78.03,0,0,medio,0.10195
5174,1360,2026-06-30,766,2889.03,26312.84,75.9,0,24.59,medio,0.11719
5175,1361,2025-09-30,715,1443.97,7331.43,42.31,0,49.34,medio,0.12908
5176,1361,2025-12-31,729,1443.97,14399.53,83.1,0,56.8,medio,0.17927
5177,1361,2026-03-31,725,1443.97,7805.65,45.05,0,23.3,medio,0.11008
5178,1361,2026-06-30,718,1443.97,2035.91,11.75,0,40.38,medio,0.12307
5179,1362,2025-09-30,724,4600.2,6322.83,11.45,0,42.41,medio,0.11178
5180,1362,2025-12-31,721,4600.2,46747.2,84.68,0,35.64,medio,0.19667
5181,1362,2026-03-31,722,4600.2,17649.57,31.97,0,23.74,medio,0.11544
5182,1362,2026-06-30,686,4600.2,42085.01,76.24,0,29.36,alto,0.26319
5183,1363,2025-09-30,833,3543.69,16602.46,39.04,0,65.27,bajo,0.01705
5184,1363,2025-12-31,810,3543.69,50776.82,119.41,0,21.55,medio,0.17448
5185,1363,2026-03-31,815,3543.69,18128.75,42.63,0,39.61,bajo,0.02349
5186,1363,2026-06-30,835,3543.69,22845.26,53.72,0,0,bajo,0.03389
5187,1364,2025-09-30,583,837.25,12406.53,120,0,73.92,alto,0.77032
5188,1364,2025-12-31,624,837.25,9396.59,93.53,0,26.75,alto,0.53376
5189,1364,2026-03-31,612,837.25,7037.98,70.05,0,63.23,alto,0.54101
5190,1364,2026-06-30,602,837.25,5188.68,51.64,0,41.38,alto,0.54959
5191,1365,2025-09-30,772,1705.31,8287.02,40.5,0,56.49,bajo,0.04995
5192,1365,2025-12-31,720,1705.31,26624.24,120,0,56.76,alto,0.2692
5193,1365,2026-03-31,738,1705.31,24273.03,118.62,0,22.61,alto,0.23612
5194,1365,2026-06-30,745,1705.31,24935.75,120,0,21.54,alto,0.22911
5195,1366,2025-09-30,791,2079.29,23499.63,94.18,0,72.89,medio,0.13425
5196,1366,2025-12-31,792,2079.29,29151.45,116.83,0,34.31,medio,0.17893
5197,1366,2026-03-31,756,2079.29,36426.43,120,0,29.61,medio,0.21571
5198,1366,2026-06-30,763,2079.29,23773.06,95.28,0,39.74,medio,0.15887
5199,1367,2025-09-30,717,2964.95,30280.69,85.11,0,17.23,medio,0.20526
5200,1367,2025-12-31,719,2964.95,8570.34,24.09,0,21.28,medio,0.12113
5201,1367,2026-03-31,750,2964.95,43060.95,120,0,10.83,alto,0.22273
5202,1367,2026-06-30,739,2964.95,15582.5,43.8,0,56.2,medio,0.08743
5203,1368,2025-09-30,638,1521.61,13701.1,75.04,0,38.51,alto,0.43548
5204,1368,2025-12-31,665,1521.61,13278.89,72.72,0,37.91,alto,0.32439
5205,1368,2026-03-31,664,1521.61,1993.54,10.92,0,46.14,alto,0.27253
5206,1368,2026-06-30,670,1521.61,15330.54,83.96,0,74.58,alto,0.32937
5207,1369,2025-09-30,744,4063.89,46745.29,95.85,0,55.64,medio,0.18215
5208,1369,2025-12-31,721,4063.89,53653.95,110.02,0,10.14,alto,0.24735
5209,1369,2026-03-31,714,4063.89,5924.35,12.15,0,31.0,medio,0.13114
5210,1369,2026-06-30,761,4063.89,41977.54,86.08,0,45.89,medio,0.1425
5211,1370,2025-09-30,552,241.48,3100.07,106.98,0,40.55,alto,0.86561
5212,1370,2025-12-31,548,241.48,2358.77,81.4,0,58.54,alto,0.82813
5213,1370,2026-03-31,513,241.48,744.0,25.68,0,88.1,alto,0.85366
5214,1370,2026-06-30,525,241.48,3943.28,120,0,54.98,alto,0.95
5215,1371,2025-09-30,723,1175.71,19113.83,120,0,44.26,alto,0.26359
5216,1371,2025-12-31,739,1175.71,5216.99,36.98,0,0,medio,0.08743
5217,1371,2026-03-31,680,1175.71,18212.49,120,0,33.96,alto,0.36879
5218,1371,2026-06-30,719,1175.71,2716.94,19.26,0,43.65,medio,0.12113
5219,1372,2025-09-30,779,2026.66,27944.29,114.9,0,50.12,medio,0.18405
5220,1372,2025-12-31,747,2026.66,31587.05,120,0,53.08,alto,0.2265
5221,1372,2026-03-31,740,2026.66,25643.35,105.44,0,61.18,medio,0.20687
5222,1372,2026-06-30,784,2026.66,2982.17,12.26,0,28.15,bajo,0.04056
5223,1373,2025-09-30,716,6950.1,36851.9,44.19,1,60.75,medio,0.15205
5224,1373,2025-12-31,689,6950.1,133379.93,120,1,55.34,alto,0.36711
5225,1373,2026-03-31,713,6950.1,91939.91,110.24,1,29.48,alto,0.2887
5226,1373,2026-06-30,729,6950.1,107212.28,120,1,41.68,alto,0.27806
5227,1374,2025-09-30,659,1331.0,15006.59,93.96,0,50.77,alto,0.38883
5228,1374,2025-12-31,668,1331.0,6296.56,39.42,0,2.33,alto,0.25835
5229,1374,2026-03-31,695,1331.0,23361.26,120,0,40.16,alto,0.32574
5230,1374,2026-06-30,642,1331.0,20148.05,120,0,84.37,alto,0.50851
5231,1375,2025-09-30,642,1932.23,1807.5,7.8,0,53.72,alto,0.35851
5232,1375,2025-12-31,647,1932.23,23340.31,100.66,0,45.06,alto,0.44921
5233,1375,2026-03-31,651,1932.23,15287.9,65.93,0,0,alto,0.36368
5234,1375,2026-06-30,672,1932.23,15292.66,65.95,0,44.56,alto,0.28657
5235,1376,2025-09-30,780,3067.6,34437.16,93.55,0,26.0,medio,0.14059
5236,1376,2025-12-31,726,3067.6,7968.19,21.65,0,12.76,medio,0.10822
5237,1376,2026-03-31,778,3067.6,46999.59,120,0,28.48,medio,0.19502
5238,1376,2026-06-30,756,3067.6,17940.83,48.74,0,36.35,bajo,0.07318
5239,1377,2025-09-30,694,1562.57,8532.37,45.5,0,88.7,medio,0.1794
5240,1377,2025-12-31,709,1562.57,11443.99,61.03,0,2.2,medio,0.17391
5241,1377,2026-03-31,706,1562.57,11279.19,60.15,0,92.72,medio,0.17893
5242,1377,2026-06-30,679,1562.57,9207.56,49.1,0,54.23,alto,0.23012
5243,1378,2025-12-31,728,3646.94,1300.09,2.97,0,33.48,medio,0.10476
5244,1378,2026-03-31,710,3646.94,57568.4,120,0,18.96,alto,0.28965
5245,1378,2026-06-30,726,3646.94,20550.28,46.96,0,0,medio,0.11213
5246,1379,2025-09-30,752,3747.15,5119.75,11.39,0,51.34,bajo,0.07032
5247,1379,2025-12-31,806,3747.15,7114.09,15.82,0,42.47,bajo,0.02755
5248,1379,2026-03-31,791,3747.15,13682.09,30.43,0,29.6,bajo,0.03588
5249,1379,2026-06-30,801,3747.15,7276.03,16.18,0,12.81,bajo,0.0301
5250,1380,2025-09-30,777,2004.81,27766.67,115.42,0,19.56,medio,0.18664
5251,1380,2025-12-31,728,2004.81,29949.94,120,0,19.66,alto,0.25476
5252,1380,2026-03-31,739,2004.81,6957.88,28.92,0,62.73,medio,0.08743
5253,1380,2026-06-30,774,2004.81,7528.59,31.29,0,18.1,bajo,0.04825
5254,1381,2025-09-30,806,2616.62,11394.94,36.29,0,30.26,bajo,0.02755
5255,1381,2025-12-31,799,2616.62,43688.72,120,0,44.47,medio,0.18118
5256,1381,2026-03-31,823,2616.62,9444.57,30.08,0,11.48,bajo,0.02038
5257,1381,2026-06-30,816,2616.62,16292.53,51.89,0,0,bajo,0.03686
5258,1382,2025-09-30,767,5933.16,33132.68,46.54,0,54.07,bajo,0.05752
5259,1382,2025-12-31,780,5933.16,36394.62,51.12,0,10.29,bajo,0.05572
5260,1382,2026-03-31,759,5933.16,18882.09,26.52,0,58.98,bajo,0.06244
5261,1382,2026-06-30,775,5933.16,58148.64,81.67,0,61.62,medio,0.12077
5262,1383,2025-09-30,686,2900.85,1251.27,3.59,0,44.26,medio,0.20072
5263,1383,2025-12-31,689,2900.85,22367.97,64.26,0,24.76,alto,0.23062
5264,1383,2026-03-31,712,2900.85,17508.48,50.3,0,15.05,medio,0.14593
5265,1383,2026-06-30,702,2900.85,35022.83,100.61,0,36.99,alto,0.26928
5266,1384,2025-09-30,676,3158.26,27007.15,71.26,0,36.17,alto,0.284
5267,1384,2025-12-31,722,3158.26,56633.55,120,0,44.97,alto,0.26544
5268,1384,2026-03-31,746,3158.26,28760.99,75.89,0,47.6,medio,0.13957
5269,1384,2026-06-30,677,3158.26,31446.77,82.97,0,45.53,alto,0.30421
5270,1385,2025-09-30,909,4093.79,18997.78,38.67,0,61.39,bajo,0.00434
5271,1385,2025-12-31,900,4093.79,37820.87,76.99,0,15.46,bajo,0.06908
5272,1385,2026-03-31,913,4093.79,22096.43,44.98,0,63.56,bajo,0.00403
5273,1385,2026-06-30,917,4093.79,37321.58,75.97,0,18.52,bajo,0.0657
5274,1386,2025-09-30,721,2115.62,13568.5,53.45,0,9.18,medio,0.1342
5275,1386,2025-12-31,697,2115.62,12279.66,48.37,0,25.41,medio,0.17728
5276,1386,2026-03-31,698,2115.62,23532.88,92.69,0,49.17,alto,0.26337
5277,1386,2026-06-30,640,2115.62,35001.97,120,0,37.61,alto,0.51692
5278,1387,2025-09-30,864,2321.51,40135.22,120,0,32.14,medio,0.15977
5279,1387,2025-12-31,846,2321.51,32910.83,118.14,0,26.61,medio,0.15978
5280,1387,2026-03-31,818,2321.51,6340.6,22.76,0,24.12,bajo,0.02227
5281,1387,2026-06-30,812,2321.51,5787.9,20.78,0,0,bajo,0.02478
5282,1388,2026-06-30,726,5068.09,15156.67,24.92,0,3.94,medio,0.10822
5283,1389,2025-09-30,828,1972.65,1751.51,7.4,0,20.01,bajo,0.01864
5284,1389,2025-12-31,795,1972.65,29113.49,120,0,2.03,medio,0.18345
5285,1389,2026-03-31,809,1972.65,20949.36,88.5,0,35.19,medio,0.11313
5286,1389,2026-06-30,804,1972.65,24237.86,102.39,0,31.06,medio,0.14333
5287,1390,2025-09-30,703,2816.62,27435.78,81.17,0,0,alto,0.228
5288,1390,2025-12-31,717,2816.62,43923.43,120,0,41.1,alto,0.27505
5289,1390,2026-03-31,696,2816.62,23226.82,68.72,0,40.34,alto,0.22056
5290,1390,2026-06-30,729,2816.62,35569.03,105.24,0,10.76,alto,0.22353
5291,1391,2025-09-30,718,1330.05,10125.82,63.44,1,94.28,medio,0.18496
5292,1391,2025-12-31,732,1330.05,21239.33,120,1,68.13,alto,0.27313
5293,1391,2026-03-31,732,1330.05,8789.23,55.07,1,42.25,medio,0.14327
5294,1391,2026-06-30,710,1330.05,16265.71,101.91,1,6.58,alto,0.27848
5295,1392,2025-09-30,727,2053.72,16883.99,68.51,1,49.85,medio,0.17849
5296,1392,2025-12-31,726,2053.72,24239.08,98.35,1,27.21,alto,0.23992
5297,1392,2026-03-31,700,2053.72,17252.27,70.0,1,92.1,alto,0.23797
5298,1392,2026-06-30,710,2053.72,25102.62,101.86,1,34.88,alto,0.27837
5299,1393,2025-09-30,670,2801.11,37483.92,111.52,0,25.37,alto,0.38448
5300,1393,2025-12-31,669,2801.11,29237.34,86.98,0,18.86,alto,0.33885
5301,1393,2026-03-31,686,2801.11,7701.32,22.91,0,28.28,medio,0.20072
5302,1393,2026-06-30,641,2801.11,21784.41,64.81,0,27.95,alto,0.40232
5303,1394,2025-09-30,674,2037.7,25545.21,104.47,0,20.71,alto,0.35695
5304,1394,2025-12-31,677,2037.7,7922.5,32.4,0,33.62,alto,0.22826
5305,1394,2026-03-31,694,2037.7,15339.26,62.73,0,8.72,medio,0.21386
5306,1394,2026-06-30,670,2037.7,18517.52,75.73,0,46.0,alto,0.3129
5307,1395,2025-09-30,798,2694.9,46376.78,120,0,47.69,medio,0.18173
5308,1395,2025-12-31,802,2694.9,7277.64,22.5,0,19.96,bajo,0.02957
5309,1395,2026-03-31,789,2694.9,44862.19,120,0,21.04,medio,0.18716
5310,1395,2026-06-30,789,2694.9,25490.26,78.82,0,49.53,medio,0.10481
5311,1396,2025-09-30,758,1559.61,4440.4,23.73,0,11.77,bajo,0.06351
5312,1396,2025-12-31,738,1559.61,20414.02,109.08,0,33.04,medio,0.21704
5313,1396,2026-03-31,738,1559.61,23508.21,120,0,0,alto,0.23889
5314,1396,2026-06-30,748,1559.61,11713.12,62.59,0,5.06,medio,0.11039
5315,1397,2025-09-30,747,2462.38,2575.68,8.72,0,31.1,bajo,0.0765
5316,1397,2025-12-31,772,2462.38,30247.18,102.36,0,30.93,medio,0.16468
5317,1397,2026-03-31,766,2462.38,18051.68,61.09,0,81.07,medio,0.08757
5318,1397,2026-06-30,745,2462.38,9552.89,32.33,0,80.16,bajo,0.07911
5319,1398,2025-09-30,768,3343.58,57776.3,120,0,20.38,medio,0.20352
5320,1398,2025-12-31,779,3343.58,24002.93,59.82,0,21.34,bajo,0.07389
5321,1398,2026-03-31,732,3343.58,32009.16,79.78,0,30.74,medio,0.16768
5322,1398,2026-06-30,771,3343.58,6066.64,15.12,0,0,bajo,0.05082
5323,1399,2025-09-30,718,6262.69,5674.69,7.55,0,56.88,medio,0.12307
5324,1399,2025-12-31,731,6262.69,90766.33,120,0,62.77,alto,0.24975
5325,1399,2026-03-31,749,6262.69,90612.95,120,0,0,alto,0.22397
5326,1399,2026-06-30,719,6262.69,108573.38,120,0,50.18,alto,0.27113
5327,1400,2025-09-30,594,2449.22,12359.98,42.05,0,43.76,alto,0.57222
5328,1400,2025-12-31,584,2449.22,37638.7,120,0,33.12,alto,0.76603
5329,1400,2026-03-31,646,2449.22,9815.83,33.4,0,51.7,alto,0.34197
5330,1400,2026-06-30,630,2449.22,16968.68,57.74,0,51.07,alto,0.43555
5331,1401,2025-09-30,690,3772.35,36956.88,81.64,0,48.87,alto,0.26258
5332,1401,2025-12-31,687,3772.35,30206.1,66.73,0,19.51,alto,0.24127
5333,1401,2026-03-31,657,3772.35,24595.41,54.33,0,25.23,alto,0.31715
5334,1401,2026-06-30,687,3772.35,7142.33,15.78,0,35.13,medio,0.19782
5335,1402,2025-09-30,713,2153.75,21724.91,84.06,0,45.01,medio,0.21134
5336,1402,2025-12-31,679,2153.75,18428.72,71.3,0,28.34,alto,0.27452
5337,1402,2026-03-31,699,2153.75,24878.22,96.26,0,51.08,alto,0.26797
5338,1402,2026-06-30,697,2153.75,10395.17,40.22,0,72.48,medio,0.17054
5339,1403,2025-09-30,610,1192.71,4912.77,34.32,0,13.23,alto,0.5
5340,1403,2025-12-31,572,1192.71,8762.8,61.22,0,84.48,alto,0.69862
5341,1403,2026-03-31,630,1192.71,7523.24,52.56,0,33.01,alto,0.42521
5342,1403,2026-06-30,589,1192.71,12221.26,85.39,0,62.98,alto,0.67509
5343,1404,2025-09-30,749,3380.29,30883.43,76.14,1,25.28,medio,0.16124
5344,1404,2025-12-31,778,3380.29,56908.5,120,1,9.46,alto,0.22002
5345,1404,2026-03-31,766,3380.29,26258.64,64.73,1,8.97,medio,0.11986
5346,1404,2026-06-30,771,3380.29,56744.39,120,1,6.63,alto,0.22582
5347,1405,2025-09-30,770,2719.86,37090.24,113.64,0,67.19,medio,0.18899
5348,1405,2025-12-31,780,2719.86,20854.76,63.9,0,85.22,medio,0.08128
5349,1405,2026-03-31,732,2719.86,31476.64,96.44,0,17.12,medio,0.20101
5350,1405,2026-06-30,758,2719.86,27959.44,85.66,0,34.77,medio,0.14484
5351,1406,2025-09-30,711,1312.95,12470.13,79.15,0,0,medio,0.20578
5352,1406,2025-12-31,721,1312.95,5425.89,34.44,0,49.78,medio,0.11731
5353,1406,2026-03-31,706,1312.95,616.02,3.91,0,38.73,medio,0.14862
5354,1406,2026-06-30,681,1312.95,12546.43,79.63,0,23.49,alto,0.28496
5355,1407,2025-09-30,657,1965.3,2039.66,8.65,0,11.92,alto,0.29848
5356,1407,2025-12-31,652,1965.3,30108.87,120,0,0,alto,0.46786
5357,1407,2026-03-31,642,1965.3,13873.58,58.83,0,22.41,alto,0.38617
5358,1407,2026-06-30,639,1965.3,5751.03,24.39,0,23.11,alto,0.37115
5359,1408,2025-09-30,741,1450.53,7259.85,41.71,0,38.98,medio,0.08457
5360,1408,2025-12-31,771,1450.53,17864.17,102.63,0,40.5,medio,0.16608
5361,1408,2026-03-31,763,1450.53,19166.74,110.11,0,16.45,medio,0.18854
5362,1408,2026-06-30,778,1450.53,21707.71,120,0,54.33,medio,0.19502
5363,1409,2025-09-30,671,1645.74,23541.89,119.21,0,8.73,alto,0.39645
5364,1409,2025-12-31,654,1645.74,26193.31,120,0,0,alto,0.46003
5365,1409,2026-03-31,667,1645.74,3680.38,18.64,0,36.94,alto,0.26185
5366,1409,2026-06-30,672,1645.74,14026.68,71.03,0,19.03,alto,0.29672
5367,1410,2025-09-30,643,1407.28,20013.46,118.51,0,23.48,alto,0.50137
5368,1410,2025-12-31,594,1407.28,20435.87,120,0,64.45,alto,0.72222
5369,1410,2026-03-31,630,1407.28,11067.25,65.54,0,17.7,alto,0.45115
5370,1410,2026-06-30,646,1407.28,7590.63,44.95,0,41.67,alto,0.34197
5371,1411,2025-09-30,734,2067.45,14240.84,57.4,1,56.8,medio,0.14476
5372,1411,2025-12-31,704,2067.45,15457.67,62.31,1,48.27,medio,0.21289
5373,1411,2026-03-31,715,2067.45,39403.25,120,1,5.99,alto,0.30408
5374,1411,2026-06-30,731,2067.45,11675.37,47.06,1,32.69,medio,0.12887
5375,1412,2025-09-30,559,526.36,8643.45,120,0,18.09,alto,0.86652
5376,1412,2025-12-31,590,526.36,5823.62,92.2,0,68.98,alto,0.68432
5377,1412,2026-03-31,562,526.36,8651.73,120,0,49.61,alto,0.85531
5378,1412,2026-06-30,570,526.36,5466.8,86.55,0,40.92,alto,0.75731
5379,1413,2025-09-30,723,2474.89,36258.06,120,0,6.29,alto,0.26359
5380,1413,2025-12-31,737,2474.89,31272.94,105.3,0,27.8,medio,0.21097
5381,1413,2026-03-31,713,2474.89,11807.89,39.76,0,16.49,medio,0.13323
5382,1413,2026-06-30,706,2474.89,14981.8,50.45,0,43.56,medio,0.15951
5383,1414,2025-09-30,726,394.44,2761.71,58.35,0,56.9,medio,0.13491
5384,1414,2025-12-31,715,394.44,3064.82,64.75,0,13.81,medio,0.16858
5385,1414,2026-03-31,708,394.44,786.28,16.61,0,25.71,medio,0.14408
5386,1414,2026-06-30,729,394.44,1053.02,22.25,0,56.21,medio,0.10306
5387,1415,2025-09-30,858,2638.12,39609.17,120,0,34.55,medio,0.16089
5388,1415,2025-12-31,875,2638.12,8233.71,26.01,0,15.95,bajo,0.00802
5389,1415,2026-03-31,861,2638.12,14015.38,44.27,0,51.79,bajo,0.01032
5390,1415,2026-06-30,856,2638.12,21890.66,69.15,0,33.93,bajo,0.05958
5391,1416,2025-09-30,703,3908.71,31873.82,67.95,0,42.02,medio,0.20157
5392,1416,2025-12-31,690,3908.71,37801.19,80.59,0,73.86,alto,0.26049
5393,1416,2026-03-31,700,3908.71,28069.73,59.84,0,69.32,medio,0.19265
5394,1416,2026-06-30,692,3908.71,32437.35,69.16,0,33.76,alto,0.2321
5395,1417,2025-09-30,730,1701.07,12134.89,59.45,0,59.84,medio,0.13029
5396,1417,2025-12-31,758,1701.07,5186.75,25.41,0,64.01,bajo,0.06351
5397,1417,2026-03-31,746,1701.07,5069.97,24.84,0,24.67,bajo,0.07779
5398,1417,2026-06-30,721,1701.07,4764.54,23.34,0,60.2,medio,0.11731
5399,1418,2026-06-30,759,1307.66,2943.04,18.76,0,47.76,bajo,0.06244
5400,1419,2026-06-30,788,3567.17,35788.25,83.61,0,67.5,medio,0.11503
5401,1420,2025-09-30,709,2006.2,9509.34,39.5,0,4.57,medio,0.14185
5402,1420,2025-12-31,714,2006.2,31342.02,120,0,31.5,alto,0.28114
5403,1420,2026-03-31,738,2006.2,35415.05,120,0,39.6,alto,0.23889
5404,1420,2026-06-30,744,2006.2,11511.76,47.82,0,50.25,medio,0.08608
5405,1421,2025-09-30,683,10218.87,78820.84,64.28,0,24.87,alto,0.24817
5406,1421,2025-12-31,656,10218.87,100319.61,81.81,0,12.21,alto,0.37592
5407,1421,2026-03-31,667,10218.87,106203.14,86.61,0,44.34,alto,0.34507
5408,1421,2026-06-30,637,10218.87,73873.77,60.24,0,26.81,alto,0.41017
5409,1422,2025-09-30,838,2064.87,22034.92,88.93,0,37.0,medio,0.10345
5410,1422,2025-12-31,846,2064.87,18293.07,73.83,0,74.2,bajo,0.07116
5411,1422,2026-03-31,843,2064.87,8381.79,33.83,0,19.44,bajo,0.01425
5412,1422,2026-06-30,819,2064.87,943.1,3.81,0,38.03,bajo,0.02188
5413,1423,2025-09-30,798,2637.68,12513.05,39.53,0,24.11,bajo,0.03173
5414,1423,2025-12-31,776,2637.68,9545.75,30.16,0,10.08,bajo,0.04661
5415,1423,2026-03-31,770,2637.68,1523.72,4.81,0,30.8,bajo,0.05171
5416,1423,2026-06-30,777,2637.68,23212.68,73.34,0,51.94,medio,0.10248
5417,1424,2025-09-30,662,1966.25,17177.84,72.8,0,0,alto,0.33541
5418,1424,2025-12-31,655,1966.25,4058.04,17.2,0,3.59,alto,0.30615
5419,1424,2026-03-31,693,1966.25,5730.87,24.29,0,49.87,medio,0.18107
5420,1424,2026-06-30,681,1966.25,32560.01,120,0,43.93,alto,0.3657
5421,1425,2025-09-30,653,1656.78,19458.91,97.87,0,8.81,alto,0.41968
5422,1425,2025-12-31,715,1656.78,2095.6,10.54,0,63.43,medio,0.12908
5423,1425,2026-03-31,690,1656.78,22563.41,113.49,0,31.64,alto,0.32628
5424,1425,2026-06-30,700,1656.78,26579.45,120,0,23.99,alto,0.31296
5425,1426,2025-09-30,629,1368.44,7839.37,47.74,0,21.09,alto,0.41996
5426,1426,2025-12-31,667,1368.44,2366.53,14.41,0,56.68,alto,0.26185
5427,1426,2026-03-31,674,1368.44,3119.91,19.0,0,14.85,alto,0.23801
5428,1426,2026-06-30,653,1368.44,4097.81,24.95,0,36.53,alto,0.31393
5429,1427,2025-09-30,667,4454.45,56298.28,105.32,0,0,alto,0.3825
5430,1427,2025-12-31,688,4454.45,63515.89,118.82,0,23.87,alto,0.3426
5431,1427,2026-03-31,652,4454.45,37896.05,70.9,0,16.96,alto,0.36965
5432,1427,2026-06-30,672,4454.45,79221.74,120,0,50.73,alto,0.39466
5433,1428,2025-09-30,769,1354.57,861.08,5.3,0,54.84,bajo,0.0526
5434,1428,2025-12-31,737,1354.57,11994.63,73.79,0,78.53,medio,0.14796
5435,1428,2026-03-31,757,1354.57,15062.12,92.66,0,62.36,medio,0.15993
5436,1428,2026-06-30,756,1354.57,17380.05,106.92,0,64.38,medio,0.18955
5437,1429,2025-09-30,691,1580.75,31520.67,120,1,43.84,alto,0.36153
5438,1429,2025-12-31,679,1580.75,7128.76,37.58,1,62.78,alto,0.24691
5439,1429,2026-03-31,686,1580.75,27546.64,120,1,62.92,alto,0.37572
5440,1429,2026-06-30,685,1580.75,3248.75,17.13,1,67.72,alto,0.22865
5441,1430,2025-09-30,808,1281.32,1728.77,11.24,0,32.51,bajo,0.0266
5442,1430,2025-12-31,781,1281.32,6787.93,44.15,0,35.59,bajo,0.04273
5443,1430,2026-03-31,790,1281.32,6917.89,44.99,0,30.84,bajo,0.03652
5444,1430,2026-06-30,753,1281.32,11416.92,74.25,0,31.13,medio,0.12764
5445,1431,2025-09-30,826,2182.58,22589.14,86.25,0,56.55,medio,0.10181
5446,1431,2025-12-31,797,2182.58,3752.74,14.33,0,0,bajo,0.0323
5447,1431,2026-03-31,819,2182.58,6813.93,26.02,0,30.8,bajo,0.02188
5448,1431,2026-06-30,823,2182.58,32978.82,120,0,72.42,medio,0.17038
5449,1432,2025-09-30,712,2496.01,46779.84,120,1,49.13,alto,0.31034
5450,1432,2025-12-31,765,2496.01,16546.18,55.24,1,64.15,medio,0.10183
5451,1432,2026-03-31,693,2496.01,36022.68,120,1,29.11,alto,0.35607
5452,1432,2026-06-30,724,2496.01,33430.38,111.61,1,0,alto,0.27
5453,1433,2025-09-30,802,1389.09,16049.42,96.28,0,45.24,medio,0.13214
5454,1433,2025-12-31,842,1389.09,8171.44,49.02,0,30.43,bajo,0.02255
5455,1433,2026-03-31,826,1389.09,21890.31,120,0,15.72,medio,0.16932
5456,1433,2026-06-30,776,1389.09,14159.02,84.94,0,30.05,medio,0.1265
5457,1434,2026-06-30,664,2176.4,2691.72,10.31,0,48.45,alto,0.27253
5458,1435,2025-09-30,670,1499.48,22346.22,120,0,60.55,alto,0.40145
5459,1435,2025-12-31,686,1499.48,19137.47,106.36,0,47.56,alto,0.32343
5460,1435,2026-03-31,716,1499.48,18511.03,102.87,0,52.86,alto,0.2428
5461,1435,2026-06-30,671,1499.48,25442.65,120,0,51.13,alto,0.39804
5462,1436,2025-09-30,708,2163.79,31904.55,120,0,15.6,alto,0.29408
5463,1436,2025-12-31,687,2163.79,17267.54,66.5,0,32.9,alto,0.24082
5464,1436,2026-03-31,694,2163.79,2738.16,10.55,0,38.03,medio,0.17839
5465,1436,2026-06-30,714,2163.79,34640.38,120,0,0,alto,0.28114
5466,1437,2025-09-30,770,1982.31,4583.6,19.27,0,39.49,bajo,0.05171
5467,1437,2025-12-31,771,1982.31,14728.6,61.92,0,28.21,medio,0.08466
5468,1437,2026-03-31,803,1982.31,5979.16,25.14,0,23.7,bajo,0.02905
5469,1437,2026-06-30,772,1982.31,12266.58,51.57,0,13.59,bajo,0.06309
5470,1438,2026-03-31,744,1784.3,18303.34,85.48,0,24.68,medio,0.16141
5471,1438,2026-06-30,712,1784.3,16993.81,79.37,0,38.72,medio,0.20407
5472,1439,2025-09-30,726,1058.85,2454.0,19.31,0,28.11,medio,0.10822
5473,1439,2025-12-31,736,1058.85,3200.49,25.19,0,56.47,medio,0.09188
5474,1439,2026-03-31,731,1058.85,12015.45,94.56,0,39.9,medio,0.19888
5475,1439,2026-06-30,716,1058.85,14215.29,111.88,0,0,alto,0.26081
5476,1440,2025-09-30,638,1997.52,16131.93,67.3,0,75.11,alto,0.42001
5477,1440,2025-12-31,655,1997.52,11849.46,49.43,0,45.49,alto,0.31502
5478,1440,2026-03-31,659,1997.52,24301.03,101.38,0,24.13,alto,0.40368
5479,1440,2026-06-30,645,1997.52,6020.89,25.12,0,26.67,alto,0.34607
5480,1441,2025-12-31,699,501.97,1582.26,26.27,0,78.45,medio,0.16546
5481,1441,2026-03-31,698,501.97,4598.88,76.35,0,0,alto,0.23068
5482,1441,2026-06-30,698,501.97,2490.28,41.34,0,1.0,medio,0.16798
5483,1442,2025-09-30,690,1618.26,2370.94,12.21,0,45.03,medio,0.1893
5484,1442,2025-12-31,699,1618.26,15560.39,80.13,0,19.42,alto,0.23571
