id_pago,id_prestamo,fecha_vencimiento,fecha_pago,importe_previsto,importe_pagado,dias_retraso,estado_pago
13056,784,2025-10-04,2025-10-29,612.06,612.06,25,retrasado
13057,784,2025-11-03,2025-11-03,612.06,612.06,0,pagado
13058,784,2025-12-03,2025-12-03,612.06,612.06,0,pagado
13059,784,2026-01-02,2026-01-02,612.06,612.06,0,pagado
13060,784,2026-02-01,2026-02-01,612.06,612.06,0,pagado
13061,784,2026-03-03,2026-03-03,612.06,612.06,0,pagado
13062,784,2026-04-02,2026-04-02,612.06,612.06,0,pagado
13063,784,2026-05-02,2026-05-02,612.06,612.06,0,pagado
13064,784,2026-06-01,2026-06-01,612.06,612.06,0,pagado
13065,785,2025-06-06,2025-06-06,189.25,189.25,0,pagado
13066,785,2025-07-06,2025-07-06,189.25,189.25,0,pagado
13067,785,2025-08-05,2025-08-05,189.25,189.25,0,pagado
13068,785,2025-09-04,2025-09-04,189.25,189.25,0,pagado
13069,785,2025-10-04,2025-10-04,189.25,189.25,0,pagado
13070,785,2025-11-03,2025-11-03,189.25,189.25,0,pagado
13071,785,2025-12-03,2025-12-03,189.25,189.25,0,pagado
13072,785,2026-01-02,2026-01-02,189.25,189.25,0,pagado
13073,785,2026-02-01,2026-02-01,189.25,189.25,0,pagado
13074,785,2026-03-03,2026-03-03,189.25,189.25,0,pagado
13075,785,2026-04-02,2026-04-02,189.25,189.25,0,pagado
13076,785,2026-05-02,2026-05-02,189.25,189.25,0,pagado
13077,785,2026-06-01,2026-06-01,189.25,189.25,0,pagado
13078,786,2025-08-17,2025-08-17,253.04,253.04,0,pagado
13079,786,2025-09-16,2025-09-16,253.04,253.04,0,pagado
13080,786,2025-10-16,2025-10-16,253.04,253.04,0,pagado
13081,786,2025-11-15,2025-11-15,253.04,253.04,0,pagado
13082,786,2025-12-15,2025-12-15,253.04,253.04,0,pagado
13083,786,2026-01-14,2026-01-14,253.04,253.04,0,pagado
13084,786,2026-02-13,2026-02-13,253.04,253.04,0,pagado
13085,786,2026-03-15,2026-03-15,253.04,253.04,0,pagado
13086,786,2026-04-14,2026-04-14,253.04,253.04,0,pagado
13087,786,2026-05-14,2026-06-14,253.04,253.04,31,retrasado
13088,786,2026-06-13,2026-06-13,253.04,253.04,0,pagado
13089,787,2024-03-16,2024-03-16,846.8,846.8,0,pagado
13090,787,2024-04-15,2024-04-15,846.8,846.8,0,pagado
13091,787,2024-05-15,2024-05-15,846.8,846.8,0,pagado
13092,787,2024-06-14,2024-06-14,846.8,846.8,0,pagado
13093,787,2024-07-14,2024-08-16,846.8,846.8,33,retrasado
13094,787,2024-08-13,2024-08-13,846.8,846.8,0,pagado
13095,787,2024-09-12,2024-09-12,846.8,846.8,0,pagado
13096,787,2024-10-12,2024-10-12,846.8,846.8,0,pagado
13097,787,2024-11-11,2024-11-11,846.8,846.8,0,pagado
13098,787,2024-12-11,2024-12-11,846.8,846.8,0,pagado
13099,787,2025-01-10,2025-01-10,846.8,846.8,0,pagado
13100,787,2025-02-09,2025-02-09,846.8,846.8,0,pagado
13101,787,2025-03-11,2025-03-11,846.8,846.8,0,pagado
13102,787,2025-04-10,2025-04-10,846.8,846.8,0,pagado
13103,787,2025-05-10,2025-05-10,846.8,846.8,0,pagado
13104,787,2025-06-09,2025-06-09,846.8,846.8,0,pagado
13105,787,2025-07-09,2025-07-09,846.8,846.8,0,pagado
13106,787,2025-08-08,2025-08-08,846.8,846.8,0,pagado
13107,787,2025-09-07,2025-09-07,846.8,846.8,0,pagado
13108,787,2025-10-07,2025-10-07,846.8,846.8,0,pagado
13109,787,2025-11-06,2025-11-06,846.8,846.8,0,pagado
13110,787,2025-12-06,2025-12-06,846.8,846.8,0,pagado
13111,787,2026-01-05,2026-01-05,846.8,846.8,0,pagado
13112,787,2026-02-04,2026-02-04,846.8,846.8,0,pagado
13113,787,2026-03-06,2026-03-06,846.8,846.8,0,pagado
13114,787,2026-04-05,2026-04-05,846.8,846.8,0,pagado
13115,787,2026-05-05,2026-05-05,846.8,846.8,0,pagado
13116,787,2026-06-04,2026-06-04,846.8,846.8,0,pagado
13117,788,2026-06-25,2026-06-25,1064.25,1064.25,0,pagado
13118,790,2024-08-29,2024-08-29,2432.26,2432.26,0,pagado
13119,790,2024-09-28,2024-09-28,2432.26,2432.26,0,pagado
13120,790,2024-10-28,2024-10-28,2432.26,2432.26,0,pagado
13121,790,2024-11-27,2024-11-27,2432.26,2432.26,0,pagado
13122,790,2024-12-27,2024-12-27,2432.26,2432.26,0,pagado
13123,790,2025-01-26,2025-01-26,2432.26,2432.26,0,pagado
13124,790,2025-02-25,2025-02-25,2432.26,2432.26,0,pagado
13125,790,2025-03-27,2025-03-27,2432.26,2432.26,0,pagado
13126,790,2025-04-26,2025-04-26,2432.26,2432.26,0,pagado
13127,790,2025-05-26,2025-05-26,2432.26,2432.26,0,pagado
13128,790,2025-06-25,2025-06-25,2432.26,2432.26,0,pagado
13129,790,2025-07-25,2025-07-25,2432.26,2432.26,0,pagado
13130,792,2024-01-28,2024-01-28,177.59,177.59,0,pagado
13131,792,2024-02-27,2024-02-27,177.59,177.59,0,pagado
13132,792,2024-03-28,2024-03-28,177.59,177.59,0,pagado
13133,792,2024-04-27,2024-04-27,177.59,177.59,0,pagado
13134,792,2024-05-27,2024-05-27,177.59,177.59,0,pagado
13135,792,2024-06-26,2024-06-26,177.59,177.59,0,pagado
13136,792,2024-07-26,2024-07-26,177.59,177.59,0,pagado
13137,792,2024-08-25,2024-08-25,177.59,177.59,0,pagado
13138,792,2024-09-24,2024-09-24,177.59,177.59,0,pagado
13139,792,2024-10-24,2024-10-24,177.59,177.59,0,pagado
13140,792,2024-11-23,2024-11-23,177.59,177.59,0,pagado
13141,792,2024-12-23,2024-12-23,177.59,177.59,0,pagado
13142,792,2025-01-22,2025-01-22,177.59,177.59,0,pagado
13143,792,2025-02-21,2025-02-21,177.59,177.59,0,pagado
13144,792,2025-03-23,2025-03-23,177.59,177.59,0,pagado
13145,792,2025-04-22,2025-04-22,177.59,177.59,0,pagado
13146,792,2025-05-22,2025-05-22,177.59,177.59,0,pagado
13147,792,2025-06-21,2025-06-21,177.59,177.59,0,pagado
13148,792,2025-07-21,2025-07-21,177.59,177.59,0,pagado
13149,792,2025-08-20,2025-08-20,177.59,177.59,0,pagado
13150,792,2025-09-19,2025-09-19,177.59,177.59,0,pagado
13151,792,2025-10-19,2025-10-19,177.59,177.59,0,pagado
13152,792,2025-11-18,2025-11-18,177.59,177.59,0,pagado
13153,792,2025-12-18,2025-12-18,177.59,177.59,0,pagado
13154,792,2026-01-17,2026-01-17,177.59,177.59,0,pagado
13155,792,2026-02-16,2026-02-16,177.59,177.59,0,pagado
13156,792,2026-03-18,2026-03-18,177.59,177.59,0,pagado
13157,792,2026-04-17,2026-04-17,177.59,177.59,0,pagado
13158,792,2026-05-17,2026-05-17,177.59,177.59,0,pagado
13159,792,2026-06-16,2026-06-16,177.59,177.59,0,pagado
13160,793,2024-02-15,2024-02-15,544.72,544.72,0,pagado
13161,793,2024-03-16,2024-03-16,544.72,544.72,0,pagado
13162,793,2024-04-15,2024-04-15,544.72,544.72,0,pagado
13163,793,2024-05-15,2024-06-23,544.72,544.72,39,retrasado
13164,793,2024-06-14,2024-06-14,544.72,544.72,0,pagado
13165,793,2024-07-14,2024-07-14,544.72,544.72,0,pagado
13166,793,2024-08-13,2024-08-13,544.72,544.72,0,pagado
13167,793,2024-09-12,2024-09-12,544.72,544.72,0,pagado
13168,793,2024-10-12,2024-10-12,544.72,544.72,0,pagado
13169,793,2024-11-11,2024-11-11,544.72,544.72,0,pagado
13170,793,2024-12-11,2024-12-11,544.72,544.72,0,pagado
13171,793,2025-01-10,2025-01-10,544.72,544.72,0,pagado
13172,793,2025-02-09,2025-02-09,544.72,544.72,0,pagado
13173,793,2025-03-11,2025-03-11,544.72,544.72,0,pagado
13174,793,2025-04-10,2025-04-10,544.72,544.72,0,pagado
13175,793,2025-05-10,2025-05-10,544.72,544.72,0,pagado
13176,793,2025-06-09,2025-06-09,544.72,544.72,0,pagado
13177,793,2025-07-09,2025-07-09,544.72,544.72,0,pagado
13178,793,2025-08-08,2025-08-08,544.72,544.72,0,pagado
13179,793,2025-09-07,2026-01-28,544.72,544.72,143,retrasado
13180,793,2025-10-07,2025-10-07,544.72,544.72,0,pagado
13181,793,2025-11-06,2025-11-06,544.72,544.72,0,pagado
13182,793,2025-12-06,2025-12-06,544.72,544.72,0,pagado
13183,793,2026-01-05,2026-01-05,544.72,544.72,0,pagado
13184,793,2026-02-04,2026-03-05,544.72,544.72,29,retrasado
13185,793,2026-03-06,2026-03-06,544.72,544.72,0,pagado
13186,793,2026-04-05,2026-04-05,544.72,544.72,0,pagado
13187,793,2026-05-05,2026-05-05,544.72,544.72,0,pagado
13188,793,2026-06-04,2026-06-24,544.72,544.72,20,retrasado
13189,794,2024-02-08,2024-02-08,523.98,523.98,0,pagado
13190,794,2024-03-09,2024-03-09,523.98,523.98,0,pagado
13191,794,2024-04-08,2024-04-08,523.98,523.98,0,pagado
13192,794,2024-05-08,2024-05-08,523.98,523.98,0,pagado
13193,794,2024-06-07,2024-06-07,523.98,523.98,0,pagado
13194,794,2024-07-07,2024-07-07,523.98,523.98,0,pagado
13195,794,2024-08-06,2024-08-06,523.98,523.98,0,pagado
13196,794,2024-09-05,2024-09-05,523.98,523.98,0,pagado
13197,794,2024-10-05,2024-10-05,523.98,523.98,0,pagado
13198,794,2024-11-04,2024-11-04,523.98,523.98,0,pagado
13199,794,2024-12-04,2024-12-04,523.98,523.98,0,pagado
13200,794,2025-01-03,2025-01-03,523.98,523.98,0,pagado
13201,794,2025-02-02,2025-02-02,523.98,523.98,0,pagado
13202,794,2025-03-04,2025-03-04,523.98,523.98,0,pagado
13203,794,2025-04-03,2025-04-03,523.98,523.98,0,pagado
13204,794,2025-05-03,2025-05-03,523.98,523.98,0,pagado
13205,794,2025-06-02,2025-06-02,523.98,523.98,0,pagado
13206,794,2025-07-02,2025-08-08,523.98,523.98,37,retrasado
13207,794,2025-08-01,2025-08-01,523.98,523.98,0,pagado
13208,794,2025-08-31,2025-08-31,523.98,523.98,0,pagado
13209,794,2025-09-30,2025-09-30,523.98,523.98,0,pagado
13210,794,2025-10-30,2025-10-30,523.98,523.98,0,pagado
13211,794,2025-11-29,2025-11-29,523.98,523.98,0,pagado
13212,794,2025-12-29,2025-12-29,523.98,523.98,0,pagado
13213,794,2026-01-28,2026-01-28,523.98,523.98,0,pagado
13214,794,2026-02-27,2026-02-27,523.98,523.98,0,pagado
13215,794,2026-03-29,2026-03-29,523.98,523.98,0,pagado
13216,794,2026-04-28,2026-04-28,523.98,523.98,0,pagado
13217,794,2026-05-28,2026-05-28,523.98,523.98,0,pagado
13218,794,2026-06-27,2026-06-27,523.98,523.98,0,pagado
13219,795,2023-11-25,2023-11-25,246.41,246.41,0,pagado
13220,795,2023-12-25,2023-12-25,246.41,246.41,0,pagado
13221,795,2024-01-24,2024-01-24,246.41,246.41,0,pagado
13222,795,2024-02-23,2024-02-23,246.41,246.41,0,pagado
13223,795,2024-03-24,2024-03-24,246.41,246.41,0,pagado
13224,795,2024-04-23,2024-04-23,246.41,246.41,0,pagado
13225,795,2024-05-23,2024-05-23,246.41,246.41,0,pagado
13226,795,2024-06-22,2024-06-22,246.41,246.41,0,pagado
13227,795,2024-07-22,2024-07-22,246.41,246.41,0,pagado
13228,795,2024-08-21,2024-08-21,246.41,246.41,0,pagado
13229,795,2024-09-20,2024-09-20,246.41,246.41,0,pagado
13230,795,2024-10-20,2024-10-20,246.41,246.41,0,pagado
13231,795,2024-11-19,2024-11-19,246.41,246.41,0,pagado
13232,795,2024-12-19,2024-12-19,246.41,246.41,0,pagado
13233,795,2025-01-18,2025-01-18,246.41,246.41,0,pagado
13234,795,2025-02-17,2025-02-17,246.41,246.41,0,pagado
13235,795,2025-03-19,2025-03-19,246.41,246.41,0,pagado
13236,795,2025-04-18,2025-04-18,246.41,246.41,0,pagado
13237,795,2025-05-18,2025-05-18,246.41,246.41,0,pagado
13238,795,2025-06-17,2025-08-03,246.41,246.41,47,retrasado
13239,795,2025-07-17,2025-07-17,246.41,246.41,0,pagado
13240,795,2025-08-16,2025-08-16,246.41,246.41,0,pagado
13241,795,2025-09-15,2025-09-15,246.41,246.41,0,pagado
13242,795,2025-10-15,2025-10-15,246.41,246.41,0,pagado
13243,795,2025-11-14,2025-11-14,246.41,246.41,0,pagado
13244,795,2025-12-14,2025-12-14,246.41,246.41,0,pagado
13245,795,2026-01-13,2026-01-13,246.41,246.41,0,pagado
13246,795,2026-02-12,2026-02-12,246.41,246.41,0,pagado
13247,795,2026-03-14,2026-03-14,246.41,246.41,0,pagado
13248,795,2026-04-13,2026-04-13,246.41,246.41,0,pagado
13249,795,2026-05-13,2026-05-13,246.41,246.41,0,pagado
13250,795,2026-06-12,2026-06-12,246.41,246.41,0,pagado
13251,796,2024-11-24,2024-11-24,408.75,408.75,0,pagado
13252,796,2024-12-24,2024-12-24,408.75,408.75,0,pagado
13253,796,2025-01-23,2025-01-23,408.75,408.75,0,pagado
13254,796,2025-02-22,2025-02-22,408.75,408.75,0,pagado
13255,796,2025-03-24,2025-03-24,408.75,408.75,0,pagado
13256,796,2025-04-23,2025-04-23,408.75,408.75,0,pagado
13257,796,2025-05-23,2025-05-23,408.75,408.75,0,pagado
13258,796,2025-06-22,2025-06-22,408.75,408.75,0,pagado
13259,796,2025-07-22,2025-07-22,408.75,408.75,0,pagado
13260,796,2025-08-21,2025-08-21,408.75,408.75,0,pagado
13261,796,2025-09-20,2025-09-20,408.75,408.75,0,pagado
13262,796,2025-10-20,2025-10-20,408.75,408.75,0,pagado
13263,796,2025-11-19,2025-11-19,408.75,408.75,0,pagado
13264,796,2025-12-19,2025-12-19,408.75,408.75,0,pagado
13265,796,2026-01-18,2026-01-18,408.75,408.75,0,pagado
13266,796,2026-02-17,2026-02-17,408.75,408.75,0,pagado
13267,796,2026-03-19,2026-03-19,408.75,408.75,0,pagado
13268,796,2026-04-18,2026-04-18,408.75,408.75,0,pagado
13269,796,2026-05-18,2026-05-18,408.75,408.75,0,pagado
13270,796,2026-06-17,2026-06-17,408.75,408.75,0,pagado
13271,797,2025-02-26,2025-02-26,1836.38,1836.38,0,pagado
13272,797,2025-03-28,2025-03-28,1836.38,1836.38,0,pagado
13273,797,2025-04-27,2025-04-27,1836.38,1836.38,0,pagado
13274,797,2025-05-27,2025-05-27,1836.38,1836.38,0,pagado
13275,797,2025-06-26,2025-06-26,1836.38,1836.38,0,pagado
13276,797,2025-07-26,2025-07-26,1836.38,1836.38,0,pagado
13277,797,2025-08-25,2025-08-27,1836.38,1836.38,2,retrasado
13278,797,2025-09-24,2025-09-24,1836.38,1836.38,0,pagado
13279,797,2025-10-24,2025-10-24,1836.38,1836.38,0,pagado
13280,797,2025-11-23,2025-11-23,1836.38,1836.38,0,pagado
13281,797,2025-12-23,2025-12-23,1836.38,1836.38,0,pagado
13282,797,2026-01-22,2026-01-22,1836.38,1836.38,0,pagado
13283,797,2026-02-21,2026-02-21,1836.38,1836.38,0,pagado
13284,797,2026-03-23,2026-03-23,1836.38,1836.38,0,pagado
13285,797,2026-04-22,2026-05-10,1836.38,1836.38,18,retrasado
13286,797,2026-05-22,2026-05-22,1836.38,1836.38,0,pagado
13287,797,2026-06-21,2026-06-21,1836.38,1836.38,0,pagado
13288,798,2026-05-09,2026-05-09,903.59,903.59,0,pagado
13289,798,2026-06-08,2026-06-08,903.59,903.59,0,pagado
13290,799,2024-11-07,2024-11-07,120.04,120.04,0,pagado
13291,799,2024-12-07,2024-12-07,120.04,120.04,0,pagado
13292,799,2025-01-06,2025-01-06,120.04,120.04,0,pagado
13293,799,2025-02-05,2025-02-05,120.04,120.04,0,pagado
13294,799,2025-03-07,2025-03-07,120.04,120.04,0,pagado
13295,799,2025-04-06,2025-04-06,120.04,120.04,0,pagado
13296,799,2025-05-06,2025-05-06,120.04,120.04,0,pagado
13297,799,2025-06-05,2025-06-05,120.04,120.04,0,pagado
13298,799,2025-07-05,2025-07-05,120.04,120.04,0,pagado
13299,799,2025-08-04,2025-08-04,120.04,120.04,0,pagado
13300,799,2025-09-03,2025-09-03,120.04,120.04,0,pagado
13301,799,2025-10-03,2025-10-03,120.04,120.04,0,pagado
13302,799,2025-11-02,2025-11-02,120.04,120.04,0,pagado
13303,799,2025-12-02,2025-12-02,120.04,120.04,0,pagado
13304,799,2026-01-01,2026-01-01,120.04,120.04,0,pagado
13305,799,2026-01-31,2026-01-31,120.04,120.04,0,pagado
13306,799,2026-03-02,2026-03-02,120.04,120.04,0,pagado
13307,799,2026-04-01,2026-04-19,120.04,120.04,18,retrasado
13308,799,2026-05-01,2026-05-01,120.04,120.04,0,pagado
13309,799,2026-05-31,2026-05-31,120.04,120.04,0,pagado
13310,799,2026-06-30,2026-06-30,120.04,120.04,0,pagado
13311,800,2024-12-25,2024-12-25,669.35,669.35,0,pagado
13312,800,2025-01-24,2025-01-24,669.35,669.35,0,pagado
13313,800,2025-02-23,2025-02-23,669.35,669.35,0,pagado
13314,800,2025-03-25,2025-03-25,669.35,669.35,0,pagado
13315,800,2025-04-24,2025-04-24,669.35,669.35,0,pagado
13316,800,2025-05-24,2025-05-24,669.35,669.35,0,pagado
13317,800,2025-06-23,2025-06-23,669.35,669.35,0,pagado
13318,800,2025-07-23,2025-07-23,669.35,669.35,0,pagado
13319,800,2025-08-22,2025-08-22,669.35,669.35,0,pagado
13320,800,2025-09-21,2025-09-21,669.35,669.35,0,pagado
13321,800,2025-10-21,2025-10-21,669.35,669.35,0,pagado
13322,800,2025-11-20,2025-11-20,669.35,669.35,0,pagado
13323,800,2025-12-20,2025-12-20,669.35,669.35,0,pagado
13324,800,2026-01-19,2026-01-19,669.35,669.35,0,pagado
13325,800,2026-02-18,2026-02-18,669.35,669.35,0,pagado
13326,800,2026-03-20,2026-03-20,669.35,669.35,0,pagado
13327,800,2026-04-19,2026-04-19,669.35,669.35,0,pagado
13328,800,2026-05-19,2026-05-19,669.35,669.35,0,pagado
13329,800,2026-06-18,2026-06-18,669.35,669.35,0,pagado
13330,801,2026-04-20,2026-04-20,1592.17,1592.17,0,pagado
13331,801,2026-05-20,2026-05-20,1592.17,1592.17,0,pagado
13332,801,2026-06-19,2026-06-19,1592.17,1592.17,0,pagado
13333,802,2024-11-27,2024-11-27,1040.09,1040.09,0,pagado
13334,802,2024-12-27,2024-12-27,1040.09,1040.09,0,pagado
13335,802,2025-01-26,2025-01-26,1040.09,1040.09,0,pagado
13336,802,2025-02-25,2025-02-25,1040.09,1040.09,0,pagado
13337,802,2025-03-27,2025-03-27,1040.09,1040.09,0,pagado
13338,802,2025-04-26,2025-04-26,1040.09,1040.09,0,pagado
13339,802,2025-05-26,2025-05-26,1040.09,1040.09,0,pagado
13340,802,2025-06-25,2025-06-25,1040.09,1040.09,0,pagado
13341,802,2025-07-25,2025-07-25,1040.09,1040.09,0,pagado
13342,802,2025-08-24,2025-08-24,1040.09,1040.09,0,pagado
13343,802,2025-09-23,2025-09-23,1040.09,1040.09,0,pagado
13344,802,2025-10-23,2025-10-23,1040.09,1040.09,0,pagado
13345,803,2025-10-22,2025-12-02,1256.09,1256.09,41,retrasado
13346,803,2025-11-21,2025-11-21,1256.09,1256.09,0,pagado
13347,803,2025-12-21,2025-12-21,1256.09,1256.09,0,pagado
13348,803,2026-01-20,2026-01-20,1256.09,1256.09,0,pagado
13349,803,2026-02-19,2026-02-19,1256.09,1256.09,0,pagado
13350,803,2026-03-21,2026-03-21,1256.09,1256.09,0,pagado
13351,803,2026-04-20,2026-04-20,1256.09,1256.09,0,pagado
13352,803,2026-05-20,2026-05-20,1256.09,1256.09,0,pagado
13353,803,2026-06-19,2026-06-19,1256.09,1256.09,0,pagado
13354,804,2025-04-16,2025-04-16,335.68,335.68,0,pagado
13355,804,2025-05-16,2025-05-30,335.68,335.68,14,retrasado
13356,804,2025-06-15,2025-07-23,335.68,335.68,38,retrasado
13357,804,2025-07-15,2025-07-15,335.68,335.68,0,pagado
13358,804,2025-08-14,2025-08-14,335.68,335.68,0,pagado
13359,804,2025-09-13,2025-09-13,335.68,335.68,0,pagado
13360,804,2025-10-13,2025-10-13,335.68,335.68,0,pagado
13361,804,2025-11-12,2025-11-12,335.68,335.68,0,pagado
13362,804,2025-12-12,2025-12-12,335.68,335.68,0,pagado
13363,804,2026-01-11,2026-01-11,335.68,335.68,0,pagado
13364,804,2026-02-10,2026-02-10,335.68,335.68,0,pagado
13365,804,2026-03-12,2026-03-12,335.68,335.68,0,pagado
13366,804,2026-04-11,2026-04-11,335.68,335.68,0,pagado
13367,804,2026-05-11,2026-05-11,335.68,335.68,0,pagado
13368,804,2026-06-10,2026-06-10,335.68,335.68,0,pagado
13369,805,2025-09-07,2025-09-07,112.53,112.53,0,pagado
13370,805,2025-10-07,2025-10-07,112.53,112.53,0,pagado
13371,805,2025-11-06,2025-11-06,112.53,112.53,0,pagado
13372,805,2025-12-06,2025-12-06,112.53,112.53,0,pagado
13373,805,2026-01-05,2026-01-05,112.53,112.53,0,pagado
13374,805,2026-02-04,2026-02-04,112.53,112.53,0,pagado
13375,805,2026-03-06,2026-03-06,112.53,112.53,0,pagado
13376,805,2026-04-05,2026-04-05,112.53,112.53,0,pagado
13377,805,2026-05-05,2026-05-05,112.53,112.53,0,pagado
13378,805,2026-06-04,2026-06-04,112.53,112.53,0,pagado
13379,806,2026-04-05,2026-04-05,1329.32,1329.32,0,pagado
13380,806,2026-05-05,2026-05-05,1329.32,1329.32,0,pagado
13381,806,2026-06-04,2026-06-04,1329.32,1329.32,0,pagado
13382,807,2025-08-02,2025-08-02,533.74,533.74,0,pagado
13383,807,2025-09-01,2025-09-01,533.74,533.74,0,pagado
13384,807,2025-10-01,2025-10-01,533.74,533.74,0,pagado
13385,807,2025-10-31,2025-10-31,533.74,533.74,0,pagado
13386,807,2025-11-30,2025-11-30,533.74,533.74,0,pagado
13387,807,2025-12-30,2025-12-30,533.74,533.74,0,pagado
13388,807,2026-01-29,2026-01-29,533.74,533.74,0,pagado
13389,807,2026-02-28,2026-02-28,533.74,533.74,0,pagado
13390,807,2026-03-30,2026-03-30,533.74,533.74,0,pagado
13391,807,2026-04-29,2026-04-29,533.74,533.74,0,pagado
13392,807,2026-05-29,2026-05-29,533.74,533.74,0,pagado
13393,807,2026-06-28,2026-06-28,533.74,533.74,0,pagado
13394,808,2024-12-09,2025-01-01,1242.15,1242.15,23,retrasado
13395,808,2025-01-08,2025-01-08,1242.15,1242.15,0,pagado
13396,808,2025-02-07,2025-02-07,1242.15,1242.15,0,pagado
13397,808,2025-03-09,2025-03-09,1242.15,1242.15,0,pagado
13398,808,2025-04-08,2025-04-08,1242.15,1242.15,0,pagado
13399,808,2025-05-08,2025-05-08,1242.15,1242.15,0,pagado
13400,808,2025-06-07,2025-06-07,1242.15,1242.15,0,pagado
13401,808,2025-07-07,2025-07-07,1242.15,1242.15,0,pagado
13402,808,2025-08-06,2025-08-06,1242.15,1242.15,0,pagado
13403,808,2025-09-05,2025-09-05,1242.15,1242.15,0,pagado
13404,808,2025-10-05,2025-10-05,1242.15,1242.15,0,pagado
13405,808,2025-11-04,2025-11-04,1242.15,1242.15,0,pagado
13406,809,2025-04-11,2025-04-11,140.97,140.97,0,pagado
13407,809,2025-05-11,2025-05-11,140.97,140.97,0,pagado
13408,809,2025-06-10,2025-06-26,140.97,140.97,16,retrasado
13409,809,2025-07-10,2025-07-10,140.97,140.97,0,pagado
13410,809,2025-08-09,2025-08-09,140.97,140.97,0,pagado
13411,809,2025-09-08,2025-09-08,140.97,140.97,0,pagado
13412,809,2025-10-08,2025-10-08,140.97,140.97,0,pagado
13413,809,2025-11-07,2025-11-07,140.97,140.97,0,pagado
13414,809,2025-12-07,2025-12-07,140.97,140.97,0,pagado
13415,809,2026-01-06,2026-01-06,140.97,140.97,0,pagado
13416,809,2026-02-05,2026-04-06,140.97,140.97,60,retrasado
13417,809,2026-03-07,2026-03-07,140.97,140.97,0,pagado
13418,809,2026-04-06,2026-04-06,140.97,140.97,0,pagado
13419,809,2026-05-06,2026-05-06,140.97,140.97,0,pagado
13420,809,2026-06-05,2026-06-05,140.97,140.97,0,pagado
13421,810,2025-07-22,2025-07-22,69.13,69.13,0,pagado
13422,810,2025-08-21,2025-08-21,69.13,69.13,0,pagado
13423,810,2025-09-20,2025-09-20,69.13,69.13,0,pagado
13424,810,2025-10-20,2025-10-20,69.13,69.13,0,pagado
13425,810,2025-11-19,2025-11-19,69.13,69.13,0,pagado
13426,810,2025-12-19,2025-12-19,69.13,69.13,0,pagado
13427,810,2026-01-18,2026-01-18,69.13,69.13,0,pagado
13428,810,2026-02-17,2026-03-19,69.13,69.13,30,retrasado
13429,810,2026-03-19,2026-03-19,69.13,69.13,0,pagado
13430,810,2026-04-18,2026-04-18,69.13,69.13,0,pagado
13431,810,2026-05-18,2026-05-18,69.13,69.13,0,pagado
13432,810,2026-06-17,2026-06-17,69.13,69.13,0,pagado
13433,811,2024-02-14,2024-02-14,926.1,926.1,0,pagado
13434,811,2024-03-15,2024-03-15,926.1,926.1,0,pagado
13435,811,2024-04-14,2024-04-14,926.1,926.1,0,pagado
13436,811,2024-05-14,2024-05-14,926.1,926.1,0,pagado
13437,811,2024-06-13,2024-06-13,926.1,926.1,0,pagado
13438,811,2024-07-13,2024-07-13,926.1,926.1,0,pagado
13439,811,2024-08-12,2024-08-12,926.1,926.1,0,pagado
13440,811,2024-09-11,2024-09-11,926.1,926.1,0,pagado
13441,811,2024-10-11,2024-10-11,926.1,926.1,0,pagado
13442,811,2024-11-10,2024-11-10,926.1,926.1,0,pagado
13443,811,2024-12-10,2024-12-10,926.1,926.1,0,pagado
13444,811,2025-01-09,2025-01-09,926.1,926.1,0,pagado
13445,811,2025-02-08,2025-02-08,926.1,926.1,0,pagado
13446,811,2025-03-10,2025-03-10,926.1,926.1,0,pagado
13447,811,2025-04-09,2025-06-11,926.1,926.1,63,retrasado
13448,811,2025-05-09,2025-05-09,926.1,926.1,0,pagado
13449,811,2025-06-08,2025-06-08,926.1,926.1,0,pagado
13450,811,2025-07-08,2025-07-08,926.1,926.1,0,pagado
13451,811,2025-08-07,2025-08-07,926.1,926.1,0,pagado
13452,811,2025-09-06,2025-09-06,926.1,926.1,0,pagado
13453,811,2025-10-06,2025-10-06,926.1,926.1,0,pagado
13454,811,2025-11-05,2025-11-05,926.1,926.1,0,pagado
13455,811,2025-12-05,2025-12-05,926.1,926.1,0,pagado
13456,811,2026-01-04,2026-01-04,926.1,926.1,0,pagado
13457,811,2026-02-03,2026-02-03,926.1,926.1,0,pagado
13458,811,2026-03-05,2026-03-05,926.1,926.1,0,pagado
13459,811,2026-04-04,2026-04-04,926.1,926.1,0,pagado
13460,811,2026-05-04,2026-05-04,926.1,926.1,0,pagado
13461,811,2026-06-03,2026-06-03,926.1,926.1,0,pagado
13462,812,2025-08-03,2025-08-03,296.78,296.78,0,pagado
13463,812,2025-09-02,2025-09-02,296.78,296.78,0,pagado
13464,812,2025-10-02,2025-10-02,296.78,296.78,0,pagado
13465,812,2025-11-01,2025-11-01,296.78,296.78,0,pagado
13466,812,2025-12-01,2025-12-01,296.78,296.78,0,pagado
13467,812,2025-12-31,2025-12-31,296.78,296.78,0,pagado
13468,812,2026-01-30,2026-01-30,296.78,296.78,0,pagado
13469,812,2026-03-01,2026-03-01,296.78,296.78,0,pagado
13470,812,2026-03-31,2026-03-31,296.78,296.78,0,pagado
13471,812,2026-04-30,2026-04-30,296.78,296.78,0,pagado
13472,812,2026-05-30,2026-05-30,296.78,296.78,0,pagado
