id_cuenta,id_cliente,tipo_cuenta,fecha_apertura,saldo_actual,limite_descubierto,estado_cuenta
1037,795,ahorro,2021-07-26,7165.45,0,activa
1038,796,corriente,2025-07-04,15410.36,300,activa
1039,797,corriente,2020-11-22,11487.56,1000,activa
1040,798,corriente,2008-09-11,6896.04,500,activa
1041,798,corriente,2026-02-04,-1766.57,300,activa
1042,799,corriente,2026-04-10,4793.95,0,activa
1043,800,corriente,2024-08-14,14301.17,0,activa
1044,800,corriente,2025-02-27,-5830.63,500,activa
1045,801,corriente,2025-09-19,16361.91,300,activa
1046,802,corriente,2024-09-01,3845.92,300,activa
1047,803,corriente,2024-12-19,27052.07,500,activa
1048,804,corriente,2013-03-07,9657.11,1000,activa
1049,804,ahorro,2023-10-28,-3869.49,0,activa
1050,805,corriente,2026-06-25,-2581.23,300,activa
1051,806,corriente,2024-02-18,90938.4,500,activa
1052,807,ahorro,2025-09-21,-5347.59,0,activa
1053,807,corriente,2009-12-08,-10563.56,1000,activa
1054,808,corriente,2025-10-13,16987.47,0,activa
1055,809,corriente,2017-05-15,11734.16,1000,activa
1056,810,corriente,2025-06-21,4991.39,0,activa
1057,811,ahorro,2025-07-17,7324.78,0,activa
1058,812,ahorro,2017-05-30,10449.64,0,activa
1059,813,corriente,2013-11-20,-7945.73,1000,activa
1060,813,ahorro,2012-06-17,-9547.39,0,activa
1061,813,corriente,2026-05-03,-1572.23,0,activa
1062,814,corriente,2024-04-12,15356.36,1000,activa
1063,815,corriente,2022-05-03,10847.26,300,activa
1064,816,ahorro,2025-12-17,4011.62,0,bloqueada
1065,817,corriente,2024-09-11,15094.53,300,activa
1066,817,corriente,2024-11-22,-9502.75,1000,activa
1067,818,corriente,2021-06-22,-6072.14,1000,activa
1068,819,corriente,2022-06-25,-3144.49,300,activa
1069,819,corriente,2025-09-16,-4095.16,0,activa
1070,820,ahorro,2013-12-28,11084.39,0,activa
1071,821,corriente,2012-02-03,5984.5,300,activa
1072,822,corriente,2026-03-27,1194.69,1000,activa
1073,823,corriente,2026-06-14,599.66,1000,activa
1074,824,corriente,2025-07-11,8817.62,1000,activa
1075,825,corriente,2026-05-12,1230.52,0,activa
1076,825,corriente,2026-05-30,-425.91,300,activa
1077,826,corriente,2016-02-19,3067.19,0,activa
1078,826,corriente,2013-05-05,-5569.01,0,activa
1079,827,corriente,2021-08-22,33533.84,1000,activa
1080,828,corriente,2025-04-20,26529.38,300,activa
1081,828,ahorro,2026-03-13,265.68,0,activa
1082,829,corriente,2020-07-04,2454.97,300,activa
1083,829,corriente,2026-03-28,-607.49,300,activa
1084,830,ahorro,2018-10-14,42606.47,0,activa
1085,830,corriente,2014-08-18,-8147.05,0,activa
1086,831,corriente,2026-01-18,17933.4,300,activa
1087,832,corriente,2026-01-28,-3562.23,500,activa
1088,832,corriente,2025-12-21,-3112.59,0,activa
1089,833,corriente,2015-10-16,37939.28,1000,activa
1090,833,corriente,2018-07-26,-2611.96,1000,activa
1091,834,corriente,2024-07-20,8941.43,500,activa
1092,835,corriente,2019-01-19,35881.69,0,activa
1093,836,corriente,2019-02-19,786.28,1000,activa
1094,836,corriente,2019-06-14,-9114.27,1000,activa
1095,836,corriente,2020-06-15,-11188.6,1000,activa
1096,837,corriente,2025-06-26,-4150.19,500,activa
1097,838,ahorro,2025-08-26,18683.34,0,activa
1098,838,corriente,2025-09-16,-4095.28,0,activa
1099,839,ahorro,2020-02-04,34872.14,0,activa
1100,840,corriente,2022-05-29,858.51,500,activa
1101,841,ahorro,2023-01-16,8337.15,0,activa
1102,842,corriente,2020-05-17,13731.29,500,cerrada
1103,842,corriente,2024-06-09,-7387.78,500,activa
1104,843,corriente,2026-06-25,-507.02,0,activa
1105,844,ahorro,2026-01-30,1568.84,0,activa
1106,845,corriente,2021-12-10,58081.64,0,activa
1107,846,ahorro,2021-04-03,12173.06,0,activa
1108,847,corriente,2025-11-22,13149.01,300,activa
1109,847,corriente,2025-10-25,-6430.84,1000,activa
1110,848,corriente,2023-09-03,4770.96,500,activa
1111,849,corriente,2026-02-12,3367.66,500,activa
1112,849,corriente,2025-06-20,-6423.56,1000,activa
1113,850,corriente,2015-05-28,23062.53,500,activa
1114,851,corriente,2021-06-06,11323.06,500,activa
1115,852,ahorro,2026-05-20,1393.67,0,activa
1116,853,ahorro,2024-08-02,23153.07,0,activa
1117,854,corriente,2022-04-28,19807.88,0,activa
1118,854,corriente,2023-06-15,-7487.06,300,activa
1119,855,corriente,2025-01-12,14720.01,300,activa
1120,855,corriente,2024-11-19,-11165.47,0,activa
1121,856,corriente,2017-05-13,-216.76,300,activa
1122,857,ahorro,2013-08-28,3256.14,0,activa
1123,858,corriente,2026-06-13,5698.14,1000,activa
1124,858,corriente,2024-01-16,-6199.82,300,activa
1125,859,ahorro,2025-06-07,47274.41,0,activa
1126,860,corriente,2016-10-24,12790.06,0,activa
1127,861,corriente,2024-06-13,746.48,1000,activa
1128,862,ahorro,2018-04-16,2441.76,0,activa
1129,863,corriente,2025-08-29,14256.82,300,activa
1130,864,corriente,2020-11-13,21550.32,0,activa
1131,864,ahorro,2026-06-09,899.71,0,activa
1132,865,corriente,2026-01-05,7788.38,1000,activa
1133,866,corriente,2026-06-25,-1645.91,300,activa
1134,866,ahorro,2026-06-26,-2167.02,0,activa
1135,866,corriente,2026-06-30,-1027.74,500,activa
1136,867,corriente,2017-11-21,8799.27,0,activa
1137,867,ahorro,2023-12-09,-4154.42,0,activa
1138,868,ahorro,2025-06-22,13222.31,0,cerrada
1139,869,corriente,2009-12-08,9723.34,300,cerrada
1140,869,corriente,2015-06-05,-9591.16,500,cerrada
1141,869,ahorro,2013-06-29,-9783.62,0,activa
1142,870,corriente,2020-01-21,16658.27,300,activa
1143,870,corriente,2018-06-05,-5939.1,300,activa
1144,871,corriente,2025-10-11,3706.64,0,activa
1145,871,corriente,2025-11-28,-2707.51,500,activa
1146,872,corriente,2022-05-14,38519.95,500,activa
1147,873,corriente,2025-11-10,7100.95,1000,activa
1148,874,corriente,2022-10-16,4078.62,1000,activa
1149,875,corriente,2026-06-17,3699.25,300,activa
1150,875,corriente,2026-03-02,-3714.17,500,activa
1151,876,ahorro,2019-01-09,43042.91,0,activa
1152,877,corriente,2025-06-19,6781.13,1000,activa
1153,878,corriente,2007-04-21,21036.77,300,activa
1154,879,corriente,2023-03-26,7180.54,300,cerrada
1155,880,corriente,2023-11-12,16354.04,0,activa
1156,881,corriente,2024-09-19,11330.12,300,activa
1157,882,corriente,2026-04-27,1450.08,1000,activa
1158,882,corriente,2026-05-17,200.63,500,activa
1159,883,ahorro,2023-08-16,10970.44,0,activa
1160,884,ahorro,2022-07-22,15808.17,0,activa
1161,884,ahorro,2024-07-24,-5772.83,0,activa
1162,885,corriente,2024-05-27,1095.85,1000,cerrada
1163,886,corriente,2020-09-14,6948.34,0,activa
1164,887,ahorro,2026-01-07,3923.05,0,activa
1165,888,corriente,2023-04-17,2639.03,500,activa
1166,889,corriente,2020-10-02,23444.93,500,activa
1167,890,corriente,2022-09-07,23322.8,500,activa
1168,891,ahorro,2024-04-08,12456.18,0,activa
1169,891,corriente,2024-10-31,-5302.81,0,cerrada
1170,892,corriente,2025-10-29,5643.05,0,activa
1171,893,corriente,2024-07-06,7749.46,300,activa
1172,894,corriente,2019-05-18,-2066.2,500,activa
1173,895,corriente,2021-08-04,-3827.76,0,cerrada
1174,896,ahorro,2024-04-30,9639.09,0,activa
1175,896,ahorro,2025-01-16,-8158.3,0,activa
1176,897,corriente,2025-06-28,22921.26,1000,activa
1177,898,corriente,2020-11-08,10822.5,0,activa
1178,899,corriente,2025-02-09,10473.06,300,activa
1179,900,corriente,2020-10-18,-5528.57,300,activa
1180,901,corriente,2026-06-30,-1263.74,300,activa
1181,902,corriente,2019-03-20,26607.7,1000,bloqueada
1182,903,corriente,2024-06-12,41518.91,500,activa
1183,904,corriente,2025-10-18,11240.29,0,activa
1184,905,corriente,2019-11-10,-5670.25,300,activa
1185,906,corriente,2024-04-09,7234.25,1000,activa
1186,907,corriente,2026-06-27,2599.15,300,activa
1187,907,ahorro,2025-11-30,-4473.58,0,activa
1188,907,corriente,2026-06-15,-89.58,1000,activa
1189,908,corriente,2024-09-26,-3068.66,1000,activa
1190,909,corriente,2014-07-09,16282.19,300,activa
1191,910,corriente,2023-06-28,4476.59,500,activa
1192,910,corriente,2020-11-18,-7334.8,0,activa
1193,911,corriente,2024-10-16,4349.52,500,activa
1194,912,corriente,2015-11-03,28447.9,500,activa
1195,913,ahorro,2021-08-12,1281.94,0,activa
1196,913,ahorro,2021-08-20,-11493.59,0,activa
1197,914,corriente,2025-08-10,-1809.24,0,activa
1198,915,ahorro,2019-11-11,20402.07,0,activa
1199,916,ahorro,2026-05-17,802.64,0,activa
1200,916,corriente,2026-05-24,-1733.85,300,activa
1201,917,corriente,2016-06-29,-2028.2,500,cerrada
1202,918,corriente,2026-05-15,3474.13,0,activa
1203,918,ahorro,2026-05-23,502.41,0,activa
1204,919,ahorro,2019-11-20,10656.14,0,activa
1205,920,corriente,2020-10-07,4.12,500,activa
1206,920,corriente,2025-06-06,-8579.07,0,activa
1207,920,corriente,2022-05-14,-11884.77,1000,activa
1208,921,corriente,2021-11-04,756.2,0,activa
1209,921,corriente,2018-12-07,-4410.33,500,activa
1210,921,ahorro,2024-05-25,-5224.51,0,activa
1211,922,corriente,2026-06-15,3331.93,0,activa
1212,923,corriente,2025-09-24,9875.83,0,activa
1213,924,corriente,2023-12-06,13174.02,0,activa
1214,925,corriente,2020-07-25,25197.11,0,activa
1215,926,corriente,2025-10-07,6464.37,0,activa
1216,926,ahorro,2017-06-21,-6827.11,0,activa
1217,927,corriente,2024-03-29,17195.06,0,activa
1218,927,corriente,2020-02-23,-10935.46,300,activa
1219,928,corriente,2023-09-10,1077.71,300,activa
1220,929,ahorro,2017-06-19,27205.55,0,activa
1221,930,corriente,2024-10-22,40153.54,1000,activa
1222,930,corriente,2026-04-18,213.56,1000,activa
1223,931,corriente,2025-11-20,-4996.81,0,activa
1224,931,ahorro,2026-06-22,27.91,0,activa
1225,932,ahorro,2022-08-05,-4023.53,0,activa
1226,933,corriente,2023-11-22,818.39,0,activa
1227,934,corriente,2024-11-14,6545.05,0,activa
1228,935,corriente,2021-01-09,261.81,300,activa
1229,936,corriente,2008-09-15,18849.38,500,activa
1230,936,ahorro,2008-05-08,-9955.72,0,activa
1231,937,corriente,2011-04-22,16290.62,0,activa
1232,938,corriente,2012-01-09,-6372.82,300,activa
1233,939,corriente,2022-06-21,13165.48,500,activa
1234,940,corriente,2022-11-26,5888.99,500,activa
1235,940,corriente,2026-06-10,-1183.41,1000,activa
1236,941,corriente,2015-08-23,10114.6,1000,activa
1237,942,ahorro,2026-06-10,5875.77,0,activa
1238,943,corriente,2022-07-20,3257.05,1000,activa
1239,944,ahorro,2026-02-05,17537.56,0,activa
1240,945,corriente,2026-02-13,8347.46,500,activa
1241,946,corriente,2011-07-30,52672.79,0,activa
1242,947,corriente,2021-08-31,9019.31,500,activa
1243,947,corriente,2016-02-27,-10425.77,0,activa
1244,948,corriente,2025-12-21,585.95,1000,activa
1245,949,corriente,2026-04-17,4126.88,1000,activa
1246,949,corriente,2026-05-12,-1215.09,0,activa
1247,949,corriente,2026-04-13,230.4,0,activa
1248,950,corriente,2020-12-04,7623.56,500,activa
1249,951,corriente,2014-10-03,5427.09,300,activa
1250,952,ahorro,2023-10-30,21534.3,0,activa
1251,953,corriente,2020-02-13,-3673.3,0,bloqueada
1252,954,corriente,2025-10-31,2469.62,0,activa
1253,955,corriente,2019-07-18,1368.51,0,activa
1254,956,ahorro,2022-10-11,13880.35,0,activa
1255,957,corriente,2005-09-02,12747.53,300,activa
1256,957,corriente,2024-11-05,-11622.37,1000,activa
1257,958,corriente,2026-03-09,7386.62,500,activa
1258,959,corriente,2025-12-16,13713.93,0,activa
1259,960,ahorro,2017-07-25,12223.05,0,activa
1260,960,ahorro,2013-07-19,-7480.74,0,activa
1261,960,corriente,2016-07-13,-4168.82,300,activa
1262,961,corriente,2025-08-06,7967.24,500,activa
1263,962,corriente,2024-06-12,5846.38,500,activa
1264,962,ahorro,2023-08-08,-4979.33,0,activa
1265,963,corriente,2023-12-31,13956.85,500,activa
1266,964,corriente,2013-02-19,6070.68,300,activa
1267,965,ahorro,2026-06-21,7560.56,0,activa
1268,966,corriente,2022-06-03,5194.88,0,activa
1269,966,corriente,2015-04-12,-10670.22,0,activa
1270,967,corriente,2026-06-26,-324.24,300,activa
1271,968,corriente,2026-01-20,2602.54,300,activa
1272,969,corriente,2024-11-07,25069.97,300,activa
1273,969,corriente,2022-10-13,-9889.85,1000,activa
1274,969,ahorro,2023-01-30,-7032.68,0,cerrada
1275,970,corriente,2014-08-30,-5704.83,0,activa
1276,971,corriente,2022-09-28,13651.99,300,activa
1277,972,corriente,2026-06-22,683.7,0,activa
1278,972,corriente,2026-05-08,382.09,1000,activa
1279,973,corriente,2024-06-30,2804.82,0,activa
1280,974,corriente,2022-02-12,-3339.84,1000,activa
1281,974,corriente,2006-10-09,-5112.24,0,activa
1282,975,ahorro,2026-02-22,23208.95,0,activa
1283,976,corriente,2023-07-12,23928.88,0,activa
1284,976,ahorro,2018-01-29,-4519.85,0,activa
1285,977,corriente,2019-06-02,7994.67,500,activa
1286,978,corriente,2024-03-09,6357.81,500,cerrada
1287,979,ahorro,2024-08-14,17086.83,0,activa
1288,980,corriente,2013-01-11,13154.36,300,activa
1289,981,ahorro,2026-03-23,14766.56,0,activa
1290,981,corriente,2019-12-10,-3554.06,500,activa
1291,982,corriente,2016-02-07,18410.52,300,activa
1292,983,corriente,2025-04-22,17149.98,500,activa
1293,984,ahorro,2025-08-31,247.65,0,activa
1294,984,corriente,2026-04-14,-1551.21,500,activa
1295,985,ahorro,2026-04-24,5461.81,0,activa
1296,986,corriente,2026-02-11,11076.94,300,activa
1297,987,corriente,2023-10-07,48040.5,1000,activa
1298,988,corriente,2024-01-07,-5774.54,500,activa
1299,989,corriente,2022-02-17,13425.59,0,activa
1300,990,corriente,2025-06-30,45553.51,0,activa
1301,990,corriente,2023-10-05,-4981.47,0,activa
1302,991,corriente,2024-02-07,-6099.18,300,activa
1303,992,corriente,2024-06-19,20054.25,500,activa
1304,993,ahorro,2021-09-27,25354.18,0,activa
1305,994,corriente,2024-12-01,25952.71,300,activa
1306,994,corriente,2026-04-30,-24.47,300,activa
1307,995,corriente,2015-08-14,13519.1,1000,activa
1308,996,corriente,2026-02-19,1169.76,300,activa
1309,996,corriente,2024-11-13,-5745.56,1000,activa
1310,996,corriente,2026-06-01,-767.78,300,activa
1311,997,corriente,2025-06-13,-4916.92,1000,activa
1312,998,corriente,2015-04-06,709.02,0,activa
1313,999,corriente,2023-02-05,-77.68,300,activa
1314,1000,corriente,2020-10-17,13442.12,500,activa
1315,1001,corriente,2017-05-03,2881.27,500,activa
1316,1001,corriente,2013-10-01,-5582.91,0,activa
1317,1002,corriente,2014-02-11,-3952.91,500,cerrada
1318,1003,corriente,2020-03-05,4093.05,500,activa
1319,1004,corriente,2016-09-24,31661.32,500,activa
1320,1005,corriente,2021-05-08,564.79,1000,activa
1321,1006,corriente,2012-07-14,171.07,1000,activa
1322,1007,ahorro,2025-09-20,6907.3,0,activa
1323,1008,ahorro,2024-07-31,10346.48,0,activa
1324,1008,corriente,2025-02-10,-7979.33,300,bloqueada
1325,1009,corriente,2026-05-18,-26.13,1000,activa
1326,1010,ahorro,2024-08-06,11428.07,0,activa
1327,1010,corriente,2025-07-28,-8151.89,1000,activa
1328,1011,corriente,2018-05-01,-1388.54,0,activa
1329,1012,ahorro,2025-09-18,18476.0,0,activa
1330,1013,corriente,2017-04-06,-3340.19,500,activa
1331,1014,corriente,2024-10-13,4186.63,1000,activa
1332,1015,corriente,2023-10-22,14747.13,500,activa
1333,1015,corriente,2015-02-25,-7251.37,0,activa
1334,1016,corriente,2023-04-06,7997.13,0,activa
1335,1017,corriente,2023-10-10,8066.68,500,cerrada
1336,1018,ahorro,2023-09-28,30615.42,0,activa
1337,1019,ahorro,2024-03-03,-6414.82,0,activa
1338,1020,corriente,2022-12-18,14583.96,0,activa
1339,1020,corriente,2024-10-07,-5301.02,1000,activa
1340,1021,corriente,2025-10-09,1199.72,1000,activa
1341,1022,corriente,2024-12-02,8766.01,500,activa
1342,1023,corriente,2022-05-25,16927.03,500,activa
1343,1024,corriente,2025-11-22,14681.26,300,activa
1344,1025,corriente,2024-08-20,38234.0,300,activa
1345,1025,corriente,2023-07-25,-7157.91,500,activa
1346,1026,ahorro,2022-04-18,-1871.97,0,activa
1347,1027,corriente,2020-10-08,32827.08,0,activa
1348,1028,corriente,2013-11-21,-2607.83,300,activa
1349,1029,corriente,2025-09-09,-837.92,1000,activa
1350,1029,ahorro,2023-12-06,-10194.81,0,activa
1351,1029,corriente,2017-10-20,-11771.08,1000,activa
1352,1030,corriente,2021-09-09,21951.27,0,activa
1353,1030,corriente,2022-01-21,-6189.33,500,activa
1354,1031,corriente,2022-07-03,11881.47,300,activa
1355,1032,ahorro,2021-01-22,-27.19,0,activa
1356,1033,corriente,2018-06-07,17171.23,0,activa
1357,1033,corriente,2026-02-26,-728.2,500,activa
1358,1033,ahorro,2022-08-16,-9763.38,0,cerrada
1359,1034,corriente,2024-03-25,5947.79,300,activa
1360,1035,corriente,2026-02-03,9775.28,300,activa
1361,1036,ahorro,2025-11-19,14221.35,0,activa
1362,1037,ahorro,2024-03-25,10849.12,0,activa
1363,1038,corriente,2026-06-06,-552.1,300,activa
1364,1039,corriente,2026-06-06,1979.22,500,activa
1365,1040,corriente,2026-05-15,-2687.32,500,activa
1366,1041,ahorro,2019-12-04,5357.15,0,activa
1367,1041,corriente,2022-12-12,-8242.27,0,activa
1368,1042,corriente,2015-09-27,12061.24,500,activa
1369,1043,ahorro,2026-06-30,-881.52,0,activa
1370,1043,corriente,2026-06-28,-467.19,500,activa
1371,1044,ahorro,2020-11-26,2245.67,0,activa
1372,1045,corriente,2026-01-03,3526.83,300,activa
1373,1046,corriente,2026-05-26,1023.31,0,activa
1374,1047,corriente,2023-05-03,15562.72,1000,activa
1375,1048,corriente,2019-06-27,15124.29,300,activa
1376,1049,ahorro,2024-10-14,14488.42,0,activa
1377,1049,corriente,2012-06-16,-8909.43,500,activa
1378,1049,ahorro,2012-04-02,-9705.4,0,activa
1379,1050,ahorro,2018-06-21,-6356.61,0,cerrada
1380,1051,corriente,2026-06-25,1876.88,1000,activa
1381,1052,corriente,2022-04-29,13213.72,0,activa
1382,1053,corriente,2009-09-11,-4270.39,500,activa
1383,1054,corriente,2018-03-06,4021.68,300,activa
1384,1055,corriente,2024-06-23,-4008.18,500,activa
1385,1056,corriente,2021-01-24,25760.45,500,activa
1386,1057,corriente,2022-06-04,12345.94,1000,activa
1387,1058,corriente,2025-05-17,13825.65,1000,activa
1388,1059,corriente,2018-05-03,12049.68,300,activa
1389,1059,corriente,2021-09-15,-8379.63,500,activa
1390,1060,corriente,2021-07-11,1136.32,500,activa
1391,1061,corriente,2012-06-20,10910.07,300,activa
1392,1062,corriente,2019-08-06,18033.4,1000,activa
1393,1062,corriente,2016-09-07,-7086.2,300,activa
1394,1063,corriente,2022-01-22,16883.44,500,activa
1395,1063,corriente,2015-07-09,-10597.76,500,activa
1396,1064,corriente,2025-01-25,15058.14,1000,activa
1397,1065,corriente,2024-04-26,-733.48,1000,activa
1398,1066,corriente,2021-12-30,12523.21,500,activa
1399,1067,corriente,2026-06-07,-2999.05,300,activa
1400,1068,ahorro,2025-12-12,4230.09,0,activa
1401,1069,ahorro,2018-03-26,-2056.93,0,activa
1402,1069,ahorro,2019-10-14,-11343.36,0,activa
1403,1070,corriente,2025-04-28,9098.48,1000,activa
1404,1070,corriente,2024-09-11,-8352.5,300,cerrada
1405,1071,corriente,2025-08-09,12882.8,0,activa
1406,1072,corriente,2023-04-14,20865.1,500,activa
1407,1072,ahorro,2025-06-13,-5363.41,0,activa
1408,1073,corriente,2018-04-12,60197.67,500,activa
1409,1074,corriente,2022-04-29,12740.94,300,activa
1410,1074,corriente,2018-03-19,-7326.43,1000,activa
1411,1075,corriente,2020-10-07,-2403.0,300,activa
1412,1076,ahorro,2019-04-24,780.09,0,activa
1413,1076,corriente,2024-07-13,-9606.15,0,activa
1414,1077,ahorro,2026-05-17,6117.68,0,activa
1415,1078,ahorro,2018-12-26,22645.22,0,activa
1416,1078,corriente,2014-09-19,-5937.33,0,cerrada
1417,1078,corriente,2024-09-26,-6233.28,500,activa
1418,1079,corriente,2023-08-27,-875.57,0,activa
1419,1079,ahorro,2018-05-01,-8100.49,0,activa
1420,1080,ahorro,2023-10-06,26962.06,0,activa
1421,1081,corriente,2026-06-26,2980.46,300,activa
1422,1082,corriente,2014-11-27,20238.06,500,activa
1423,1083,ahorro,2024-12-29,4146.53,0,activa
1424,1084,corriente,2026-04-12,2079.44,0,activa
1425,1084,ahorro,2025-06-09,-5774.71,0,activa
1426,1085,corriente,2022-06-12,19616.63,300,activa
1427,1086,corriente,2026-05-01,4991.02,0,activa
1428,1087,corriente,2025-06-23,13443.47,0,activa
1429,1088,corriente,2016-04-03,5184.24,0,activa
1430,1089,corriente,2019-02-10,44725.65,0,activa
1431,1090,corriente,2025-07-28,407.98,500,activa
1432,1090,ahorro,2008-04-08,-9494.82,0,activa
1433,1091,ahorro,2024-05-18,23053.82,0,activa
1434,1092,corriente,2026-01-11,3475.77,300,activa
1435,1093,corriente,2022-09-23,15616.81,500,activa
1436,1094,corriente,2025-01-08,18922.29,0,activa
1437,1094,corriente,2026-03-26,-946.53,1000,activa
1438,1095,corriente,2017-05-17,9274.7,500,activa
1439,1096,corriente,2024-09-19,-7756.41,0,activa
1440,1097,ahorro,2018-07-27,-3369.19,0,activa
1441,1097,corriente,2025-08-04,-7001.78,0,activa
1442,1098,corriente,2025-11-10,-2582.21,500,activa
1443,1099,corriente,2026-04-10,7136.61,1000,activa
1444,1100,corriente,2018-09-15,56474.17,1000,activa
1445,1101,corriente,2021-03-09,5439.03,300,activa
1446,1102,corriente,2015-10-29,15031.02,500,activa
1447,1102,corriente,2022-04-24,-6065.64,500,activa
1448,1103,corriente,2025-08-15,9121.2,1000,activa
1449,1104,corriente,2010-03-05,180.13,0,activa
1450,1105,corriente,2024-11-29,3035.22,0,activa
1451,1106,ahorro,2024-06-23,14813.88,0,activa
1452,1107,corriente,2020-12-28,36300.42,1000,activa
1453,1108,corriente,2016-11-08,11684.51,300,cerrada
1454,1108,corriente,2014-07-21,-9041.69,300,activa
1455,1109,corriente,2025-05-28,9637.23,0,activa
1456,1110,corriente,2015-02-03,-567.84,1000,activa
1457,1111,corriente,2026-06-30,281.87,500,cerrada
1458,1112,corriente,2019-08-21,9793.21,500,activa
1459,1112,corriente,2020-11-18,-3394.69,1000,activa
1460,1113,ahorro,2021-05-26,6837.85,0,activa
1461,1114,corriente,2025-08-03,17304.18,300,activa
1462,1115,corriente,2021-12-20,13972.29,0,activa
1463,1116,corriente,2026-06-09,-2710.58,300,activa
1464,1116,corriente,2018-04-03,-6123.46,300,activa
1465,1117,ahorro,2020-02-03,-6282.86,0,activa
1466,1118,ahorro,2023-07-06,17170.05,0,activa
1467,1119,corriente,2025-03-10,3628.56,300,activa
1468,1120,corriente,2026-02-19,4729.3,300,activa
1469,1121,corriente,2017-01-03,11203.69,1000,activa
1470,1122,corriente,2025-09-10,7614.08,300,activa
1471,1123,corriente,2025-10-13,14972.22,500,activa
1472,1124,corriente,2026-03-13,5259.09,1000,activa
1473,1125,ahorro,2025-04-30,28503.95,0,activa
1474,1126,corriente,2022-04-19,-11135.91,0,activa
1475,1127,corriente,2023-04-15,6515.1,500,activa
1476,1127,corriente,2025-08-30,-5228.9,1000,activa
1477,1128,ahorro,2015-11-17,17023.54,0,activa
1478,1129,corriente,2016-05-04,4475.06,500,activa
1479,1130,corriente,2026-01-17,9110.13,1000,activa
1480,1131,ahorro,2024-09-06,6.48,0,activa
1481,1131,corriente,2022-05-31,-11173.82,1000,activa
1482,1131,corriente,2024-08-20,-9918.17,500,activa
1483,1132,corriente,2025-10-13,6562.29,1000,activa
1484,1133,corriente,2025-10-04,-5077.63,300,activa
1485,1134,corriente,2023-03-29,55.45,0,activa
1486,1134,corriente,2025-08-26,-9739.72,500,activa
1487,1135,corriente,2024-10-10,13513.08,500,activa
1488,1135,ahorro,2025-06-16,-6804.49,0,activa
1489,1136,corriente,2020-10-06,19228.8,500,activa
1490,1137,corriente,2022-04-01,-1553.76,500,activa
1491,1138,corriente,2025-03-10,17434.11,0,activa
1492,1139,corriente,2013-09-20,7990.84,0,activa
1493,1139,corriente,2012-10-12,-3944.02,0,activa
1494,1140,corriente,2009-05-10,24322.09,300,activa
1495,1141,corriente,2026-04-01,3880.19,1000,activa
1496,1142,corriente,2020-08-28,10299.11,0,activa
1497,1143,corriente,2024-01-14,3464.29,500,activa
1498,1144,corriente,2016-04-10,-1310.93,300,activa
1499,1145,corriente,2025-03-23,-3956.76,0,activa
1500,1146,corriente,2026-06-17,3751.44,500,activa
1501,1146,ahorro,2026-06-10,94.63,0,activa
1502,1147,corriente,2025-07-13,11021.57,300,activa
1503,1148,corriente,2022-09-14,5410.0,500,activa
1504,1149,corriente,2022-10-27,-2920.95,500,activa
1505,1150,corriente,2026-03-21,4816.26,300,activa
1506,1150,corriente,2026-06-16,-56.35,500,activa
1507,1151,corriente,2021-10-29,5942.63,500,activa
1508,1151,corriente,2026-05-23,182.93,300,activa
1509,1152,corriente,2026-01-22,5775.03,300,activa
1510,1153,corriente,2016-07-26,19454.01,300,activa
1511,1154,corriente,2020-01-02,-6792.35,0,activa
1512,1155,corriente,2026-04-04,5212.7,1000,activa
1513,1156,corriente,2019-07-20,10910.24,500,bloqueada
1514,1157,ahorro,2024-04-27,4825.44,0,activa
1515,1158,corriente,2025-09-04,8752.14,300,activa
1516,1159,corriente,2021-04-09,29080.13,300,activa
1517,1160,ahorro,2025-06-24,23816.43,0,activa
1518,1161,corriente,2025-05-19,6313.7,300,activa
1519,1161,corriente,2009-09-20,-6595.3,500,activa
1520,1162,ahorro,2026-04-11,3606.72,0,activa
1521,1163,ahorro,2022-08-27,-8581.92,0,activa
1522,1164,corriente,2018-01-02,-4149.09,1000,activa
1523,1165,corriente,2016-01-09,16047.83,1000,activa
1524,1166,corriente,2025-01-02,-10056.78,0,activa
1525,1167,corriente,2023-08-27,5721.12,500,activa
1526,1167,ahorro,2024-05-06,-4533.06,0,activa
1527,1168,corriente,2016-01-23,-157.18,300,activa
1528,1169,ahorro,2022-09-17,8113.5,0,activa
1529,1170,corriente,2023-08-13,14439.92,500,activa
1530,1170,corriente,2024-11-04,-6391.43,300,cerrada
1531,1170,ahorro,2010-01-04,-6911.26,0,activa
1532,1171,ahorro,2018-03-30,3946.11,0,activa
1533,1172,corriente,2013-06-21,-1663.91,500,activa
1534,1173,corriente,2009-07-16,-6461.24,500,activa
1535,1174,corriente,2014-08-21,17751.87,300,activa
1536,1175,corriente,2019-11-08,16578.03,300,activa
1537,1176,corriente,2025-03-16,20040.16,500,activa
1538,1177,corriente,2024-10-21,-625.16,300,activa
1539,1177,ahorro,2024-07-17,-9308.58,0,activa
1540,1178,corriente,2025-08-02,9980.9,500,activa
1541,1179,corriente,2021-07-12,1547.18,500,cerrada
1542,1180,ahorro,2010-08-12,11739.48,0,activa
1543,1180,corriente,2020-05-19,-9128.14,300,activa
1544,1180,corriente,2012-12-31,-8820.19,1000,activa
1545,1181,corriente,2020-10-04,7735.45,500,activa
1546,1181,ahorro,2021-04-15,-5341.25,0,activa
1547,1182,corriente,2023-10-24,15111.99,500,activa
1548,1182,corriente,2012-03-24,-4296.74,0,activa
