id_prestamo,id_solicitud,fecha_concesion,importe_concedido,tipo_interes,plazo_meses,cuota_mensual,saldo_pendiente,fecha_vencimiento,estado_prestamo
721,910,2026-04-05,15108.18,8.64,48,373.38,14577.07,2030-04-05,activo
722,911,2025-01-12,13989.82,7.49,84,214.48,11716.71,2032-01-12,mora
723,912,2026-05-10,20874.36,7.8,24,942.17,20067.87,2028-05-09,activo
724,913,2024-12-28,109468.93,8.35,180,1068.1,103615.51,2039-12-29,mora
725,915,2026-03-22,33527.91,8.53,60,688.37,32168.16,2031-03-22,activo
726,916,2024-10-28,34573.25,10.11,48,878.62,21836.98,2028-10-28,mora
727,917,2023-06-29,22062.75,7.57,60,442.78,9835.59,2028-06-28,activo
728,918,2026-06-30,17927.54,9.25,60,374.3,17927.54,2031-06-30,activo
729,919,2026-06-30,20450.97,9.96,36,659.5,20450.97,2029-06-29,activo
730,920,2026-06-30,40290.81,10.56,84,680.66,40290.81,2033-06-29,activo
731,921,2025-08-14,28009.2,8.39,12,2441.55,4832.11,2026-08-14,activo
732,922,2024-10-29,7252.71,8.53,12,632.7,0,2025-10-29,pagado
733,923,2024-04-19,26449.57,10.67,60,570.74,16682.69,2029-04-19,activo
734,924,2026-06-06,12597.43,7.97,84,196.14,12597.43,2033-06-05,activo
735,926,2024-07-02,17795.9,7.82,12,1546.55,0.08,2025-07-02,pagado
736,927,2023-05-28,27133.45,8.69,48,671.21,7688.91,2027-05-28,impagado
737,928,2025-04-18,271776.7,7.8,180,2565.42,260107.46,2040-04-18,activo
738,929,2024-07-24,13925.12,10.13,60,296.77,9396.72,2029-07-24,mora
739,930,2024-04-13,17870.55,12.22,24,843.05,0.43,2026-04-13,pagado
740,931,2024-01-19,98518.55,10.07,360,869.62,97117.11,2054-01-19,mora
741,932,2026-06-02,4590.86,9.22,36,146.46,4590.86,2029-06-01,activo
742,934,2026-01-26,2588.63,8.41,60,53.0,2411.88,2031-01-26,activo
743,935,2026-02-13,3220.07,8.65,36,101.87,2902.02,2029-02-12,activo
744,937,2023-11-07,29602.36,10.12,36,956.84,3748.56,2026-11-06,mora
745,938,2024-07-14,17693.08,7.65,48,429.06,9885.34,2028-07-14,activo
746,939,2024-09-20,20403.41,11.02,72,388.55,15767.16,2030-09-20,mora
747,940,2026-04-04,16815.4,8.45,36,530.4,15988.52,2029-04-03,activo
748,941,2024-04-06,30245.18,11.19,48,784.55,14897.26,2028-04-06,mora
749,942,2023-04-27,32275.63,9.69,36,1036.77,0,2026-04-26,pagado
750,943,2025-08-23,16413.61,8.12,36,515.23,12246.65,2028-08-22,mora
751,944,2026-05-11,17966.8,9.76,36,577.69,17535.24,2029-05-10,activo
752,945,2023-05-27,8047.32,8.6,60,165.48,3498.1,2028-05-26,mora
753,947,2024-05-08,12537.66,9.69,48,316.15,6347.85,2028-05-08,activo
754,949,2025-02-27,171265.72,11.57,300,1749.81,169570.07,2050-02-28,mora
755,951,2023-04-03,2127.98,8.87,36,67.54,0.02,2026-04-02,pagado
756,952,2023-06-09,41289.37,8.76,48,1022.69,10777.28,2027-06-09,mora
757,953,2025-11-06,302488.07,10.44,180,3332.22,297454.19,2040-11-06,activo
758,956,2025-09-10,198389.34,10.3,180,2168.81,194048.72,2040-09-10,mora
759,957,2023-03-01,17724.16,9.46,72,323.55,9119.25,2029-02-28,mora
760,958,2025-11-26,22525.69,11.45,12,1995.63,13450.67,2026-11-26,impagado
761,959,2026-04-20,4501.73,10.72,12,397.28,3784.41,2027-04-20,activo
762,960,2025-02-01,18680.46,10.5,24,866.32,5857.59,2027-02-01,mora
763,961,2024-10-19,28435.04,8.76,60,586.91,20298.44,2029-10-19,activo
764,962,2026-03-31,24593.02,8.78,60,507.84,23602.1,2031-03-31,activo
765,963,2023-01-08,22225.68,10.91,24,1034.98,0,2025-01-07,pagado
766,964,2025-05-02,281397.74,11.1,300,2778.14,278791.71,2050-05-03,mora
767,966,2025-12-07,6110.37,9.2,48,152.63,5463.38,2029-12-07,activo
768,967,2023-02-04,21475.46,8.75,72,384.42,10938.37,2029-02-03,activo
769,968,2023-07-16,42496.29,10.62,84,719.17,28492.97,2030-07-15,activo
770,969,2024-12-21,17901.32,10.71,48,460.15,12064.1,2028-12-21,mora
771,972,2025-05-11,33469.86,10.14,48,851.2,25694.45,2029-05-11,mora
772,973,2026-04-30,15790.98,8.6,36,499.24,15404.91,2029-04-29,activo
773,974,2025-02-09,95421.88,10.35,180,1045.83,91616.66,2040-02-10,activo
774,975,2024-05-07,24575.33,7.44,72,424.18,16932.33,2030-05-07,mora
775,976,2026-03-25,28815.22,9.36,48,722.05,27311.68,2030-03-25,activo
776,980,2026-05-12,29351.72,9.44,48,736.6,28846.02,2030-05-12,activo
777,981,2026-04-08,16863.03,9.91,60,357.55,16424.65,2031-04-08,activo
778,983,2024-01-29,7224.53,10.8,12,637.84,0.03,2025-01-28,pagado
779,984,2025-03-01,5278.23,8.56,12,460.51,0.03,2026-03-01,pagado
780,985,2025-11-16,26288.43,7.89,12,2285.46,11205.22,2026-11-16,activo
781,986,2025-08-22,178258.86,9.02,360,1437.07,177253.75,2055-08-23,activo
782,987,2023-12-22,6780.95,10.13,12,596.57,0,2024-12-21,pagado
783,988,2026-06-19,264405.83,10.06,240,2561.8,264405.83,2046-06-19,activo
784,989,2023-11-14,28915.68,9.84,60,612.06,15742.37,2028-11-13,mora
785,990,2025-05-07,9459.03,7.44,60,189.25,7696.56,2030-05-07,activo
786,991,2025-07-18,11613.27,11.09,60,253.04,9934.26,2030-07-18,mora
787,992,2024-02-15,43724.53,11.65,72,846.8,30211.46,2030-02-14,mora
788,993,2026-05-26,42416.29,9.43,48,1064.25,41685.36,2030-05-26,activo
789,994,2026-06-17,9214.37,8.29,48,226.19,9214.37,2030-06-17,activo
790,995,2024-07-30,27722.04,9.62,12,2432.26,0.64,2025-07-30,pagado
791,996,2026-06-14,17598.56,7.6,36,548.27,17598.56,2029-06-13,activo
792,997,2023-12-29,8169.48,10.99,60,177.59,4639.65,2028-12-28,activo
793,998,2024-01-16,26904.77,7.94,60,544.72,15224.11,2029-01-15,mora
794,999,2024-01-09,20978.7,9.19,48,523.98,8777.64,2028-01-09,mora
795,1001,2023-10-26,10122.91,7.85,48,246.41,3732.07,2027-10-26,mora
796,1002,2024-10-25,21918.41,10.24,72,408.75,17105.59,2030-10-25,activo
797,1003,2025-01-27,194493.43,10.5,300,1836.38,192038.51,2050-01-28,activo
798,1004,2026-04-09,34281.78,12.05,48,903.59,33157.48,2030-04-09,activo
799,1005,2024-10-08,5747.23,9.26,60,120.04,4028.86,2029-10-08,activo
800,1006,2024-11-25,79516.53,9.04,300,669.35,78085.77,2049-11-26,activo
801,1007,2026-03-21,188142.87,9.57,360,1592.17,187865.48,2056-03-21,activo
802,1008,2024-10-28,11783.83,10.75,12,1040.09,0.14,2025-10-28,pagado
803,1009,2025-09-22,26821.74,11.48,24,1256.09,17474.26,2027-09-22,mora
804,1010,2025-03-17,20149.28,10.11,84,335.68,17508.17,2032-03-16,mora
805,1011,2025-08-08,5218.28,10.64,60,112.53,4528.59,2030-08-08,activo
806,1012,2026-03-06,41917.81,8.81,36,1329.32,38830.53,2029-03-05,activo
807,1014,2025-07-03,21081.51,9.91,48,533.74,16564.29,2029-07-03,activo
808,1015,2024-11-09,14176.17,9.37,12,1242.15,0.13,2025-11-09,pagado
809,1016,2025-03-12,6960.34,7.95,60,140.97,5469.56,2030-03-12,mora
810,1017,2025-06-22,3297.47,9.42,60,69.13,2755.53,2030-06-22,activo
811,1018,2024-01-15,96474.5,8.07,180,926.1,87627.49,2039-01-15,mora
812,1019,2025-07-04,14410.62,8.66,60,296.78,12003.15,2030-07-04,activo
813,1021,2023-05-10,9901.8,8.61,72,176.6,5309.44,2029-05-09,mora
814,1024,2025-11-07,242457.4,9.05,180,2466.78,237887.31,2040-11-07,activo
815,1025,2025-09-21,27259.58,8.52,24,1239.35,17575.53,2027-09-21,activo
816,1026,2025-09-06,26428.05,8.64,60,544.02,23151.16,2030-09-06,activo
817,1027,2025-04-05,12776.9,9.0,24,583.72,5061.51,2027-04-05,activo
818,1028,2024-02-20,17716.71,9.08,48,441.59,8165.65,2028-02-20,mora
819,1030,2023-04-13,3090.58,9.63,12,271.19,0,2024-04-12,pagado
820,1031,2023-04-05,4907.64,9.97,48,124.4,1074.46,2027-04-05,activo
821,1032,2024-07-15,12256.58,8.84,36,388.82,4804.22,2027-07-15,mora
822,1033,2024-04-21,26035.14,9.45,24,1194.8,0,2026-04-21,pagado
823,1034,2024-11-04,15203.3,9.82,36,489.29,7309.6,2027-11-04,mora
824,1035,2025-06-04,36207.32,9.99,60,769.08,29814.68,2030-06-04,activo
825,1036,2026-03-07,5426.2,9.45,60,113.82,5283.46,2031-03-07,activo
826,1037,2024-06-18,21322.9,7.75,36,665.77,7662.07,2027-06-18,activo
827,1038,2023-09-28,18392.79,10.18,60,392.38,9435.65,2028-09-27,activo
828,1039,2024-10-28,14039.56,8.38,36,442.42,6675.36,2027-10-28,activo
829,1040,2025-08-13,80638.28,6.14,300,526.26,79475.14,2050-08-14,activo
830,1041,2023-07-28,21851.15,6.68,60,429.43,9993.67,2028-07-27,mora
831,1042,2023-10-09,26037.07,10.23,48,663.24,9302.03,2027-10-09,mora
832,1043,2023-08-12,28735.64,8.79,12,2510.12,0.71,2024-08-11,pagado
833,1044,2023-03-30,14489.16,8.86,48,359.63,3118.79,2027-03-30,mora
834,1045,2025-10-23,22673.29,11.65,36,749.32,18293.01,2028-10-22,activo
835,1046,2026-06-30,20965.79,8.1,36,657.98,20965.79,2029-06-29,activo
836,1047,2026-03-06,7416.76,8.7,60,152.89,7217.8,2031-03-06,activo
837,1049,2024-06-21,9974.96,10.82,36,325.73,3688.53,2027-06-21,mora
838,1051,2024-09-21,2239.59,9.47,36,71.71,1073.88,2027-09-21,impagado
839,1052,2024-12-21,261422.43,7.91,300,2001.86,256115.57,2049-12-22,activo
840,1053,2024-09-27,28043.62,9.25,60,585.5,19659.6,2029-09-27,activo
841,1055,2025-06-09,30811.23,8.91,48,765.48,24101.12,2029-06-09,activo
842,1056,2025-04-05,24807.67,8.7,12,2166.07,0,2026-04-05,pagado
843,1057,2023-07-19,16646.99,11.07,12,1471.82,0.15,2024-07-18,pagado
844,1058,2025-10-31,34082.16,8.66,84,542.51,31648.96,2032-10-30,activo
845,1059,2024-12-03,28179.61,8.87,12,2462.59,0.75,2025-12-03,pagado
846,1060,2023-07-01,25215.28,8.89,48,626.11,7166.69,2027-07-01,mora
847,1063,2026-06-30,15777.8,9.69,12,1384.85,15777.8,2027-06-30,activo
848,1064,2026-06-30,157469.78,8.62,240,1378.59,157469.78,2046-06-30,activo
849,1065,2025-03-10,254910.92,8.46,180,2504.21,243764.84,2040-03-10,activo
850,1066,2023-10-10,19114.55,10.84,12,1687.92,0.37,2024-10-09,pagado
851,1067,2024-11-05,43742.44,9.29,84,710.16,35739.31,2031-11-05,activo
852,1069,2023-07-03,4976.08,8.96,60,103.2,2259.78,2028-07-02,mora
853,1070,2023-06-07,4448.52,8.46,36,140.35,0,2026-06-06,pagado
854,1071,2025-01-05,15365.88,8.31,36,483.68,8160.11,2028-01-05,mora
855,1073,2026-05-27,21809.13,10.64,24,1012.85,20989.65,2028-05-26,activo
856,1074,2026-06-04,19429.74,9.04,72,350.66,19429.74,2032-06-03,activo
857,1076,2024-09-30,27125.36,11.48,24,1270.27,3740.03,2026-09-30,activo
858,1077,2023-01-09,16196.3,9.37,36,517.83,0.07,2026-01-08,pagado
859,1078,2025-07-07,88855.55,8.12,360,659.63,88191.26,2055-07-08,mora
860,1079,2023-07-19,15177.1,9.15,48,378.73,4672.23,2027-07-19,mora
861,1080,2025-05-02,28015.18,9.36,48,701.9,20893.8,2029-05-02,activo
862,1084,2025-12-03,28628.06,9.04,12,2504.1,14636.24,2026-12-03,activo
863,1086,2025-03-22,34115.42,9.75,48,861.21,25492.95,2029-03-22,activo
864,1087,2026-05-26,5790.01,10.45,48,148.11,5692.32,2030-05-26,activo
865,1088,2026-03-12,12371.54,9.22,48,309.15,11724.31,2030-03-12,activo
866,1090,2024-12-07,13249.94,7.92,24,598.79,2935.21,2026-12-07,activo
867,1091,2023-05-08,26061.1,10.44,60,559.32,11159.06,2028-05-07,activo
868,1092,2024-10-20,34001.35,7.14,48,816.35,21000.92,2028-10-20,mora
869,1094,2026-02-20,161341.44,7.55,180,1500.5,159381.47,2041-02-20,activo
870,1096,2026-06-30,4784.4,11.63,48,125.12,4784.4,2030-06-30,activo
871,1098,2026-06-30,30227.33,8.65,72,539.57,30227.33,2032-06-29,activo
872,1100,2023-12-31,193026.95,11.12,240,2008.43,185468.24,2043-12-31,activo
873,1101,2025-10-19,8665.22,10.21,48,220.65,7610.13,2029-10-19,activo
874,1104,2026-06-29,7094.03,12.02,60,157.86,7094.03,2031-06-29,activo
875,1105,2023-03-11,9448.38,10.51,48,241.95,1861.83,2027-03-11,mora
876,1106,2024-03-30,21510.74,8.29,48,528.11,10288.58,2028-03-30,activo
877,1107,2024-12-20,19281.25,8.71,60,397.5,14347.95,2029-12-20,mora
878,1109,2023-07-25,23758.81,9.97,12,2088.43,0.19,2024-07-24,pagado
879,1110,2024-12-28,21706.21,9.82,24,999.83,5830.82,2026-12-28,mora
880,1112,2025-11-09,26352.28,8.26,48,646.56,23028.08,2029-11-09,mora
881,1113,2026-02-25,36138.85,9.75,36,1161.91,32623.16,2029-02-24,activo
882,1115,2023-07-18,27896.55,9.04,12,2440.16,0,2024-07-17,pagado
883,1117,2024-12-04,29169.61,9.89,36,939.72,14849.5,2027-12-04,mora
884,1118,2024-01-13,8078.83,11.17,60,176.33,4729.84,2029-01-12,activo
885,1119,2025-08-09,34487.29,12.05,72,675.13,31046.45,2031-08-09,activo
886,1120,2025-02-13,29561.09,11.71,24,1387.47,10629.6,2027-02-13,mora
887,1121,2025-08-07,3915.06,9.78,36,125.92,2939.7,2028-08-06,activo
888,1122,2026-04-02,10953.82,9.02,84,176.33,10765.13,2033-04-01,activo
889,1123,2023-04-21,17813.32,9.68,12,1563.4,0.3,2024-04-20,pagado
890,1124,2023-12-11,35987.43,10.6,84,608.57,25673.78,2030-12-10,mora
891,1126,2024-09-19,13132.93,7.63,60,263.98,9091.96,2029-09-19,mora
892,1127,2025-04-09,13678.99,9.6,48,344.31,10214.11,2029-04-09,activo
893,1128,2026-02-12,16022.3,8.74,60,330.58,15157.37,2031-02-12,activo
894,1129,2024-03-08,4399.25,7.8,12,382.28,0,2025-03-08,pagado
895,1130,2026-05-13,11713.96,8.84,48,290.6,11713.96,2030-05-13,activo
896,1131,2023-12-22,29675.84,9.42,12,2600.94,0.49,2024-12-21,pagado
897,1132,2023-03-21,26264.29,10.49,48,672.28,5796.94,2027-03-21,mora
898,1134,2025-02-10,9561.92,9.68,24,439.81,3394.44,2027-02-10,activo
899,1135,2023-11-19,12359.31,8.67,12,1078.92,0.37,2024-11-18,pagado
900,1136,2025-01-12,38363.42,9.15,60,799.25,29202.97,2030-01-12,activo
901,1137,2025-01-08,16261.16,9.14,60,338.68,12377.91,2030-01-08,activo
902,1138,2024-07-02,311831.48,8.97,360,2502.94,307328.4,2054-07-03,activo
903,1139,2024-05-23,5674.05,9.58,36,181.97,1908.97,2027-05-23,mora
904,1140,2023-05-27,17745.39,8.9,48,440.75,4639.4,2027-05-27,activo
905,1141,2025-10-01,10954.77,9.08,60,227.84,9610.04,2030-10-01,activo
906,1142,2023-01-27,3827.37,10.03,36,123.55,0.1,2026-01-26,pagado
907,1143,2025-04-14,7304.02,10.52,36,237.47,4732.55,2028-04-13,activo
908,1144,2026-06-30,29740.96,10.54,72,559.12,29740.96,2032-06-29,activo
909,1145,2024-04-22,29966.23,11.1,84,514.65,23022.58,2031-04-22,mora
910,1146,2026-04-19,7779.79,9.34,12,681.59,6532.88,2027-04-19,activo
911,1147,2024-08-14,25067.63,10.48,60,538.56,17351.65,2029-08-14,mora
912,1148,2023-10-20,12339.94,9.95,84,204.53,8611.77,2030-10-19,mora
913,1149,2023-09-17,37498.67,11.08,84,643.72,26082.98,2030-09-16,mora
914,1150,2026-01-11,15052.73,10.75,60,325.39,14082.79,2031-01-11,activo
915,1151,2025-09-17,39727.01,11.35,36,1307.23,31019.43,2028-09-16,activo
916,1152,2023-02-04,29527.02,7.49,24,1328.62,0,2025-02-03,pagado
917,1153,2023-12-05,42780.65,8.96,84,687.49,29995.59,2030-12-04,activo
918,1154,2023-05-07,20410.2,8.91,36,648.15,1.41,2026-05-06,activo
919,1155,2025-01-12,24158.81,9.13,48,602.67,16587.82,2029-01-12,activo
920,1156,2025-01-30,9471.71,8.16,36,297.49,5286.25,2028-01-30,activo
921,1157,2024-10-17,13854.73,8.77,12,1210.14,0,2025-10-17,pagado
922,1158,2023-08-13,28232.33,7.66,48,684.79,8514.12,2027-08-13,activo
923,1159,2025-04-15,9773.71,8.72,12,853.44,0.21,2026-04-15,pagado
924,1160,2023-09-11,14959.36,9.85,36,481.62,952.48,2026-09-10,mora
925,1161,2024-01-02,22531.87,8.88,12,1969.24,0,2025-01-01,pagado
926,1162,2024-03-29,18682.41,10.27,60,399.44,11739.87,2029-03-29,activo
927,1163,2025-10-23,2481.12,10.57,36,80.73,1995.34,2028-10-22,activo
928,1165,2023-01-15,44547.25,8.54,60,914.74,15407.89,2028-01-15,mora
929,1168,2024-08-04,14214.55,11.73,24,667.33,661.07,2026-08-04,activo
930,1169,2025-12-21,9066.21,8.87,24,413.66,6947.52,2027-12-21,activo
931,1170,2024-04-11,18641.24,8.09,12,1622.31,0.47,2025-04-11,pagado
932,1171,2024-01-04,25971.14,6.97,36,801.61,4711.34,2027-01-03,activo
933,1172,2026-06-22,12345.83,9.93,36,397.98,12345.83,2029-06-21,activo
934,1173,2026-03-10,26309.89,8.23,60,536.35,25595.63,2031-03-10,impagado
935,1175,2026-02-06,17522.31,8.34,12,1526.97,11842.68,2027-02-06,mora
936,1176,2025-04-15,34458.8,10.77,60,745.35,27984.38,2030-04-15,mora
937,1177,2026-05-21,39098.23,11.17,60,853.35,38608.82,2031-05-21,activo
938,1179,2025-07-04,8968.6,7.72,60,180.66,7439.71,2030-07-04,activo
939,1180,2026-02-21,11820.52,9.14,60,246.16,11188.84,2031-02-21,activo
940,1181,2023-12-29,27825.83,10.82,60,602.45,15776.89,2028-12-28,mora
941,1182,2023-08-15,26466.69,11.0,36,866.52,1708.06,2026-08-14,mora
942,1184,2023-05-01,15641.95,7.61,12,1357.87,0,2024-04-30,pagado
943,1185,2025-03-08,3968.19,10.88,12,350.49,0.04,2026-03-08,pagado
944,1186,2026-06-17,12944.77,10.34,84,217.21,12944.77,2033-06-16,activo
945,1187,2025-03-19,17035.87,11.06,48,440.81,12493.01,2029-03-19,activo
946,1188,2025-02-25,5494.31,9.88,60,116.42,4282.27,2030-02-25,activo
947,1191,2024-10-18,9515.76,9.36,36,304.21,4558.68,2027-10-18,activo
948,1192,2025-11-07,19625.74,8.25,60,400.3,17729.37,2030-11-07,mora
949,1193,2025-01-01,11567.54,8.38,72,204.94,9194.93,2031-01-01,mora
950,1198,2024-09-07,13104.4,11.22,84,225.87,10593.08,2031-09-07,activo
951,1200,2024-08-06,3702.15,9.7,60,78.11,2489.56,2029-08-06,activo
952,1203,2025-06-17,7378.08,9.27,24,337.97,3859.38,2027-06-17,activo
953,1204,2025-07-30,6774.26,5.7,12,582.11,579.27,2026-07-30,activo
954,1205,2025-08-10,291746.5,6.85,240,2236.12,285890.3,2045-08-10,mora
955,1206,2024-01-16,7291.57,8.36,60,149.09,4144.84,2029-01-15,mora
956,1208,2024-01-28,39637.17,9.1,36,1262.3,8573.94,2027-01-27,mora
957,1209,2026-06-19,10236.66,9.46,12,897.42,10236.66,2027-06-19,activo
958,1212,2026-06-02,12717.49,7.33,36,394.57,12717.49,2029-06-01,activo
959,1216,2026-05-09,25006.26,10.52,36,813.01,24412.47,2029-05-08,activo
960,1218,2025-08-20,26738.47,8.75,36,847.15,19998.44,2028-08-19,activo
961,1219,2023-08-28,26777.06,9.71,36,860.4,1699.29,2026-08-27,mora
962,1225,2026-06-30,34237.77,11.84,36,1134.64,34237.77,2029-06-29,activo
963,1226,2024-02-29,24754.9,11.15,60,540.04,14892.28,2029-02-28,mora
964,1227,2025-12-30,30053.3,10.44,60,645.09,27700.89,2030-12-30,activo
965,1228,2025-02-09,28871.13,9.69,24,1328.1,10249.61,2027-02-09,mora
966,1229,2023-11-29,35475.31,6.85,48,847.05,13685.25,2027-11-29,activo
967,1233,2025-07-13,21396.75,9.62,36,686.6,15498.33,2028-07-12,mora
968,1234,2025-03-13,10194.44,9.47,60,213.95,8077.46,2030-03-13,activo
969,1235,2026-03-02,5657.02,11.19,48,146.72,5275.86,2030-03-02,activo
970,1236,2024-04-09,18931.63,7.83,48,460.64,9013.88,2028-04-09,mora
971,1237,2024-02-03,14091.23,8.02,60,285.87,7979.27,2029-02-02,mora
972,1238,2024-10-21,9617.44,7.07,36,297.27,4526.19,2027-10-21,activo
973,1239,2024-02-16,7302.0,9.52,60,153.43,4320.88,2029-02-15,activo
974,1240,2024-06-14,27191.27,9.15,72,492.15,19721.38,2030-06-14,activo
975,1242,2025-11-27,21780.74,10.42,60,467.3,19782.08,2030-11-27,activo
976,1243,2026-06-27,35933.11,9.33,72,653.66,35933.11,2032-06-26,activo
977,1244,2026-03-29,31394.59,7.9,48,764.93,29708.79,2030-03-29,activo
978,1245,2023-07-07,18271.74,10.67,84,309.72,12056.14,2030-07-06,mora
979,1246,2023-11-08,14081.61,9.0,48,350.45,5263.81,2027-11-08,activo
980,1247,2024-06-29,16377.85,10.62,12,1444.63,0,2025-06-29,pagado
981,1248,2024-09-22,12936.87,9.73,48,326.46,7886.67,2028-09-22,activo
982,1249,2025-06-17,279186.65,9.64,240,2628.7,274345.66,2045-06-17,activo
983,1250,2025-07-29,7136.84,7.35,48,172.08,5680.76,2029-07-29,activo
984,1251,2024-09-29,10902.19,10.21,12,959.56,0,2025-09-29,pagado
985,1252,2024-07-03,4120.5,9.44,24,189.08,0,2026-07-03,pagado
986,1253,2025-04-21,10785.64,9.23,60,225.08,8693.35,2030-04-21,activo
987,1254,2025-04-24,13066.54,8.03,36,409.66,8353.85,2028-04-23,activo
988,1255,2025-12-22,3080.98,8.29,60,62.89,2827.0,2030-12-22,activo
989,1256,2023-02-23,16480.17,8.99,36,523.96,1.16,2026-02-22,activo
990,1257,2023-04-24,15633.42,9.39,36,499.97,0.46,2026-04-23,pagado
991,1258,2025-10-02,17433.67,10.39,48,445.46,14689.37,2029-10-02,mora
992,1259,2025-04-01,18726.66,9.11,24,856.47,7423.55,2027-04-01,mora
993,1260,2023-12-12,181636.88,10.14,360,1612.19,178908.44,2053-12-12,activo
994,1265,2024-11-16,29886.63,10.15,48,760.13,19477.0,2028-11-16,activo
995,1266,2025-05-24,11001.26,9.81,36,353.98,7395.16,2028-05-23,activo
996,1267,2023-11-05,6387.57,8.39,48,157.12,2370.14,2027-11-05,mora
997,1268,2026-05-04,22751.76,10.68,12,2007.46,20946.79,2027-05-04,activo
998,1269,2026-01-23,3186.3,11.04,36,104.38,2804.0,2029-01-22,activo
999,1270,2023-09-29,20181.93,7.04,36,623.56,1847.71,2026-09-28,activo
1000,1271,2024-06-30,11930.35,8.14,60,242.71,7729.06,2029-06-30,activo
1001,1272,2026-05-29,15330.12,8.59,36,484.6,14955.26,2029-05-28,activo
1002,1276,2025-01-24,4611.47,10.39,12,406.26,0,2026-01-24,pagado
1003,1277,2023-07-01,15812.13,11.25,60,345.75,7401.04,2028-06-30,activo
1004,1281,2023-06-21,27119.85,8.32,12,2363.12,0.09,2024-06-20,pagado
1005,1282,2026-05-13,108708.08,11.09,240,1129.02,108583.7,2046-05-13,activo
1006,1283,2025-06-17,177469.7,10.49,240,1770.84,174705.81,2045-06-17,activo
1007,1284,2026-02-25,25931.19,10.04,72,480.87,24862.22,2032-02-25,activo
1008,1287,2026-06-19,22164.25,9.29,24,1015.52,22164.25,2028-06-18,activo
1009,1288,2025-03-13,179606.78,9.15,360,1464.92,178202.65,2055-03-14,mora
1010,1289,2024-08-07,34666.15,8.57,48,855.53,19527.75,2028-08-07,mora
1011,1292,2025-11-05,7743.84,8.71,36,245.21,6391.66,2028-11-04,activo
1012,1293,2023-10-25,28443.82,10.6,12,2508.62,0,2024-10-24,pagado
1013,1294,2025-08-20,27694.39,9.04,48,689.66,22717.71,2029-08-20,mora
1014,1295,2026-03-11,23450.84,8.95,12,2050.29,17782.62,2027-03-11,activo
1015,1296,2024-08-01,114870.59,8.56,240,1001.21,110344.11,2044-08-01,mora
1016,1297,2023-07-21,24535.57,9.75,36,788.85,781.14,2026-07-20,mora
1017,1298,2026-04-12,21940.36,8.64,24,998.77,21099.56,2028-04-11,impagado
1018,1299,2025-12-07,28689.59,9.55,60,603.3,26394.48,2030-12-07,activo
1019,1300,2026-02-14,32133.43,10.72,48,826.09,29948.24,2030-02-14,activo
1020,1301,2025-12-15,211976.0,10.15,300,1949.42,211017.19,2050-12-16,activo
1021,1302,2026-05-15,11120.61,10.2,36,359.87,10855.27,2029-05-14,activo
1022,1303,2023-07-23,305195.13,8.95,300,2551.07,294250.43,2048-07-23,activo
1023,1304,2024-03-24,217340.05,9.07,300,1834.59,211617.22,2049-03-25,activo
1024,1305,2026-03-13,25652.67,11.37,60,562.45,24685.39,2031-03-13,activo
1025,1306,2025-06-06,10560.45,10.92,24,491.82,5566.78,2027-06-06,activo
1026,1307,2024-07-26,9820.15,10.52,48,251.51,5625.06,2028-07-26,activo
1027,1308,2025-09-30,36218.91,8.14,60,736.86,31676.47,2030-09-30,activo
1028,1309,2023-09-25,273599.47,8.06,240,2299.12,256615.84,2043-09-25,activo
1029,1310,2023-01-31,13590.07,8.02,36,425.99,0,2026-01-30,pagado
1030,1311,2025-01-09,41054.18,9.62,84,673.44,34809.82,2032-01-09,activo
1031,1312,2025-02-03,18739.46,10.16,60,399.64,14353.23,2030-02-03,mora
1032,1316,2023-01-11,3442.61,9.09,48,85.82,501.36,2027-01-11,mora
1033,1317,2025-07-31,202352.76,9.95,360,1767.98,201319.09,2055-08-01,activo
1034,1318,2025-06-11,6611.02,8.77,12,577.43,0.11,2026-06-11,pagado
1035,1319,2026-04-18,16945.96,10.41,48,433.15,16371.19,2030-04-18,activo
1036,1320,2023-10-18,25715.06,9.87,60,544.78,13571.86,2028-10-17,activo
1037,1321,2025-03-09,15714.96,8.81,60,324.76,12407.51,2030-03-09,activo
1038,1322,2025-07-22,12759.76,8.31,12,1111.8,1103.92,2026-07-22,activo
1039,1323,2023-07-20,289754.12,10.98,300,2836.63,282147.11,2048-07-20,mora
1040,1325,2026-05-28,2549.82,9.34,24,116.89,2452.78,2028-05-27,activo
1041,1326,2026-04-01,10495.19,10.42,12,924.73,7972.62,2027-04-01,activo
1042,1327,2025-05-11,14636.16,9.95,60,310.58,12050.1,2030-05-11,mora
1043,1329,2026-02-18,11814.39,10.25,72,220.38,11330.37,2032-02-18,activo
1044,1330,2023-12-18,245707.72,10.52,360,2250.43,242540.57,2053-12-18,mora
1045,1333,2024-03-26,20438.43,8.17,72,360.02,13915.96,2030-03-26,activo
1046,1334,2024-10-25,12634.78,11.47,12,1119.46,0,2025-10-25,pagado
1047,1335,2024-11-11,18127.12,8.02,36,568.2,9606.37,2027-11-11,impagado
1048,1336,2023-06-28,4048.23,10.97,60,87.97,1887.23,2028-06-27,mora
1049,1337,2023-12-17,6005.22,10.98,36,196.56,1141.94,2026-12-16,activo
1050,1338,2024-12-11,8432.31,10.06,60,179.4,6329.67,2029-12-11,mora
1051,1339,2025-03-24,8851.15,9.84,60,187.37,7026.86,2030-03-24,activo
