id_solicitud,id_cliente,fecha_solicitud,tipo_credito,importe_solicitado,plazo_meses,finalidad,score_solicitud,ratio_endeudamiento,estado_solicitud,motivo_rechazo
729,1005,2026-02-23,personal,16420.29,48,vehiculo,605,47.11,rechazada,score_crediticio_bajo
730,1006,2025-12-30,hipotecario,313514.89,240,reforma,663,64.13,rechazada,endeudamiento_elevado
731,1008,2025-09-05,vehiculo,16660.69,36,vehiculo,766,20.43,aprobada,\N
732,1011,2026-06-02,personal,13503.57,48,vehiculo,706,14.49,aprobada,\N
733,1011,2023-02-11,hipotecario,154054.13,240,vehiculo,670,37.63,aprobada,\N
734,1012,2026-06-19,hipotecario,72529.0,300,reforma,775,21.78,aprobada,\N
735,1013,2026-04-12,vehiculo,8099.91,36,liquidez,465,25.49,rechazada,score_crediticio_bajo
736,1014,2023-03-14,vehiculo,24350.85,84,reforma,711,29.32,aprobada,\N
737,1014,2026-06-15,vehiculo,42173.27,48,consumo,738,44.68,aprobada,\N
738,1016,2026-02-23,hipotecario,204039.54,360,liquidez,721,31.05,rechazada,criterios_riesgo
739,1017,2024-04-25,personal,19488.73,60,consumo,760,4.79,aprobada,\N
740,1019,2023-11-22,personal,16540.97,24,reforma,606,79.27,rechazada,score_crediticio_bajo
741,1020,2023-09-17,hipotecario,302567.34,180,consumo,650,61.71,rechazada,endeudamiento_elevado
742,1020,2025-12-03,vehiculo,36898.33,60,vehiculo,726,32.92,aprobada,\N
743,1021,2025-01-01,personal,9445.32,24,vivienda,624,21.8,rechazada,ingresos_insuficientes
744,1023,2026-06-09,personal,15888.11,12,vivienda,769,30.11,aprobada,\N
745,1024,2026-03-19,personal,14317.46,60,consumo,694,27.32,aprobada,\N
746,1026,2024-10-19,hipotecario,116270.43,300,consumo,717,20.32,aprobada,\N
747,1027,2024-07-26,personal,23023.86,36,consumo,763,29.69,aprobada,\N
748,1029,2023-06-29,personal,16042.18,24,vivienda,754,35.1,aprobada,\N
749,1030,2025-08-10,personal,17761.48,36,consumo,633,31.48,aprobada,\N
750,1032,2023-03-06,personal,16098.49,24,reforma,773,30.63,aprobada,\N
751,1034,2024-09-03,personal,9123.04,24,vivienda,714,16.22,aprobada,\N
752,1037,2025-04-29,personal,29252.99,48,vivienda,632,22.49,aprobada,\N
753,1038,2026-06-09,personal,17047.11,12,consumo,715,21.28,aprobada,\N
754,1040,2024-07-06,hipotecario,136882.56,300,consumo,636,64.61,rechazada,endeudamiento_elevado
755,1041,2024-02-04,personal,11510.57,24,reforma,829,39.71,aprobada,\N
756,1042,2024-02-03,hipotecario,71240.42,300,vehiculo,785,33.03,aprobada,\N
757,1044,2025-11-10,vehiculo,24620.92,36,consumo,811,14.93,aprobada,\N
758,1046,2024-07-20,personal,13347.68,60,vivienda,748,41.44,aprobada,\N
759,1048,2026-04-30,hipotecario,168811.04,300,vehiculo,746,21.92,aprobada,\N
760,1049,2023-05-07,personal,22726.97,24,vehiculo,663,16.23,aprobada,\N
761,1049,2025-10-09,personal,20739.56,48,liquidez,706,32.9,aprobada,\N
762,1050,2023-02-02,personal,1539.71,24,reforma,605,43.24,rechazada,score_crediticio_bajo
763,1051,2026-03-02,vehiculo,28236.57,60,vivienda,702,22.8,aprobada,\N
764,1054,2025-07-10,personal,5881.48,36,consumo,747,40.15,aprobada,\N
765,1056,2023-01-19,personal,6317.29,60,vehiculo,703,50.2,aprobada,\N
766,1056,2025-07-17,hipotecario,268126.46,180,vehiculo,723,20.35,aprobada,\N
767,1057,2026-05-18,personal,29970.66,12,liquidez,668,44.54,aprobada,\N
768,1058,2025-05-04,vehiculo,11595.18,36,vehiculo,728,0.61,aprobada,\N
769,1061,2025-02-24,personal,27115.92,24,consumo,672,16.2,aprobada,\N
770,1062,2026-03-24,personal,29326.44,24,vehiculo,734,36.29,aprobada,\N
771,1062,2026-01-20,hipotecario,125040.8,360,vehiculo,715,28.34,aprobada,\N
772,1066,2024-03-01,personal,11900.51,12,vehiculo,559,30.36,rechazada,score_crediticio_bajo
773,1066,2024-10-17,personal,4044.72,36,vehiculo,558,32.45,rechazada,score_crediticio_bajo
774,1066,2024-07-22,personal,8496.03,36,vehiculo,584,37.41,rechazada,score_crediticio_bajo
775,1068,2024-08-16,hipotecario,170933.55,300,liquidez,704,57.24,rechazada,endeudamiento_elevado
776,1068,2024-04-17,personal,12013.36,12,vehiculo,715,19.6,aprobada,\N
777,1069,2024-11-10,personal,15422.08,24,consumo,606,29.37,rechazada,score_crediticio_bajo
778,1069,2025-07-24,personal,15595.33,24,reforma,578,38.08,rechazada,score_crediticio_bajo
779,1070,2024-07-17,hipotecario,163781.28,240,liquidez,746,38.74,aprobada,\N
780,1070,2025-06-28,vehiculo,37374.03,36,consumo,724,50.71,aprobada,\N
781,1074,2024-12-17,personal,12838.32,60,vehiculo,668,14.11,aprobada,\N
782,1079,2024-08-14,personal,20004.98,48,vivienda,771,36.52,rechazada,ingresos_insuficientes
783,1080,2025-04-26,hipotecario,301369.69,300,vivienda,651,25.26,aprobada,\N
784,1081,2026-06-04,hipotecario,265732.54,180,consumo,670,69.46,rechazada,endeudamiento_elevado
785,1083,2026-05-20,personal,11353.82,24,vivienda,774,35.6,aprobada,\N
786,1084,2023-10-09,hipotecario,163840.51,180,vehiculo,720,33.67,aprobada,\N
787,1087,2025-05-04,personal,24687.89,36,consumo,745,32.62,aprobada,\N
788,1088,2026-05-31,personal,4278.16,12,vehiculo,695,33.32,aprobada,\N
789,1089,2024-04-30,hipotecario,195581.97,180,consumo,718,24.52,aprobada,\N
790,1091,2023-03-25,vehiculo,29281.64,36,consumo,716,38.19,aprobada,\N
791,1094,2025-06-22,personal,2407.27,60,reforma,696,16.04,aprobada,\N
792,1094,2026-05-15,personal,9743.08,12,vivienda,686,32.35,aprobada,\N
793,1094,2026-06-27,hipotecario,253630.52,360,liquidez,701,24.42,aprobada,\N
794,1096,2024-05-18,hipotecario,153020.04,300,reforma,712,66.34,rechazada,endeudamiento_elevado
795,1098,2024-02-25,personal,15660.27,48,reforma,571,30.02,rechazada,score_crediticio_bajo
796,1098,2026-01-22,vehiculo,12104.89,60,reforma,557,13.35,rechazada,score_crediticio_bajo
797,1102,2023-12-16,personal,15361.92,48,liquidez,644,24.87,aprobada,\N
798,1106,2025-11-02,personal,17323.42,60,liquidez,748,29.63,aprobada,\N
799,1107,2023-05-20,personal,24954.56,12,liquidez,829,25.33,aprobada,\N
800,1112,2025-05-06,hipotecario,277011.94,180,reforma,719,43.23,aprobada,\N
801,1113,2024-08-18,personal,8538.52,24,liquidez,772,32.65,aprobada,\N
802,1114,2026-02-16,personal,17420.76,12,vivienda,649,34.38,aprobada,\N
803,1116,2024-05-01,personal,22864.57,24,vehiculo,782,16.1,aprobada,\N
804,1116,2024-05-21,personal,22005.17,12,consumo,763,17.33,aprobada,\N
805,1116,2025-01-15,personal,10600.28,60,reforma,731,28.55,aprobada,\N
806,1117,2023-05-02,hipotecario,129089.26,240,liquidez,668,38.85,rechazada,criterios_riesgo
807,1118,2025-05-23,personal,23280.1,48,vivienda,666,32.58,aprobada,\N
808,1119,2023-05-12,vehiculo,10718.8,84,vivienda,693,40.65,aprobada,\N
809,1120,2026-05-15,personal,25932.81,12,vehiculo,735,29.89,aprobada,\N
810,1122,2026-02-19,vehiculo,22102.0,72,liquidez,737,30.57,aprobada,\N
811,1122,2025-09-01,personal,4441.13,60,liquidez,691,46.27,aprobada,\N
812,1123,2024-05-14,hipotecario,219267.49,180,vehiculo,754,41.4,aprobada,\N
813,1124,2025-04-30,vehiculo,12592.69,60,liquidez,678,38.13,aprobada,\N
814,1124,2025-08-23,personal,10999.8,24,consumo,693,45.32,aprobada,\N
815,1125,2025-11-02,hipotecario,208670.34,180,consumo,646,42.98,aprobada,\N
816,1125,2024-10-12,vehiculo,27266.81,36,consumo,645,57.29,rechazada,endeudamiento_elevado
817,1126,2026-06-19,hipotecario,126846.29,360,vehiculo,398,95,rechazada,score_crediticio_bajo
818,1126,2023-05-03,personal,22176.67,60,vehiculo,493,61.14,rechazada,score_crediticio_bajo
819,1126,2025-07-04,vehiculo,13829.47,48,consumo,522,30.07,rechazada,score_crediticio_bajo
820,1128,2025-09-09,personal,19813.37,24,vivienda,677,25.72,aprobada,\N
821,1133,2025-10-14,personal,6929.34,24,reforma,566,55.39,rechazada,score_crediticio_bajo
822,1134,2024-09-24,personal,18492.44,36,consumo,668,49.03,aprobada,\N
823,1135,2025-12-04,personal,5260.22,36,vivienda,719,22.79,aprobada,\N
824,1136,2025-11-12,personal,7882.26,12,vehiculo,745,29.59,aprobada,\N
825,1137,2025-12-07,vehiculo,16396.75,72,vehiculo,799,37.59,aprobada,\N
826,1137,2024-03-25,personal,14948.83,48,reforma,775,32.11,aprobada,\N
827,1137,2023-05-03,hipotecario,167569.57,180,consumo,684,59.92,rechazada,endeudamiento_elevado
828,1139,2023-07-23,personal,24542.63,36,liquidez,763,38.13,aprobada,\N
829,1139,2024-02-23,vehiculo,39469.51,60,liquidez,739,10.24,aprobada,\N
830,1139,2023-06-25,vehiculo,10256.21,48,vivienda,746,21.96,aprobada,\N
831,1140,2026-02-03,personal,18490.04,48,consumo,648,28.66,aprobada,\N
832,1141,2026-02-16,personal,18019.1,12,vivienda,757,6.66,aprobada,\N
833,1142,2026-06-05,vehiculo,17380.56,84,vehiculo,734,42.5,aprobada,\N
834,1142,2023-07-10,vehiculo,44268.81,60,vivienda,777,44.46,aprobada,\N
835,1142,2023-06-08,personal,26834.98,36,vehiculo,786,38.9,aprobada,\N
836,1143,2026-03-23,hipotecario,206112.01,240,reforma,707,50.88,aprobada,\N
837,1144,2026-06-30,vehiculo,21794.15,36,vehiculo,753,39.15,aprobada,\N
838,1144,2023-07-21,vehiculo,28143.7,72,reforma,731,19.36,aprobada,\N
839,1144,2026-02-28,hipotecario,239746.17,360,vehiculo,698,49.76,rechazada,criterios_riesgo
840,1145,2026-01-25,personal,20522.36,60,reforma,622,34.76,rechazada,ingresos_insuficientes
841,1146,2026-06-13,personal,22265.59,48,consumo,600,31.87,rechazada,score_crediticio_bajo
842,1147,2024-06-28,personal,13746.91,12,reforma,617,47.01,aprobada,\N
843,1148,2025-10-26,personal,8492.98,48,vehiculo,703,22.89,aprobada,\N
844,1150,2026-06-18,personal,23170.16,48,vivienda,688,27.51,aprobada,\N
845,1150,2026-04-02,personal,26316.46,48,vivienda,668,33.76,aprobada,\N
846,1150,2026-02-02,vehiculo,39360.33,36,liquidez,660,18.53,aprobada,\N
847,1151,2023-12-13,personal,17208.55,48,consumo,661,49.18,aprobada,\N
848,1151,2025-11-24,vehiculo,23176.75,60,vehiculo,695,29.21,aprobada,\N
849,1152,2024-10-26,vehiculo,13732.45,72,vehiculo,677,32.6,aprobada,\N
850,1152,2025-02-17,personal,14842.42,12,liquidez,642,38.66,aprobada,\N
851,1156,2023-03-23,personal,3725.06,36,vehiculo,678,20.46,aprobada,\N
852,1156,2023-01-03,personal,23131.58,36,vivienda,684,29.87,aprobada,\N
853,1157,2025-08-12,vehiculo,22849.36,36,consumo,771,40.29,aprobada,\N
854,1157,2024-05-19,hipotecario,79276.19,180,vehiculo,778,26.89,aprobada,\N
855,1158,2026-03-24,vehiculo,19059.71,36,reforma,646,35.81,aprobada,\N
856,1158,2026-04-13,personal,20405.92,12,reforma,608,7.11,rechazada,score_crediticio_bajo
857,1159,2024-04-21,personal,23075.71,36,vehiculo,714,13.93,aprobada,\N
858,1159,2023-04-17,personal,8383.41,12,vivienda,761,12.93,aprobada,\N
859,1160,2026-03-04,personal,28684.85,12,vehiculo,784,8.72,aprobada,\N
860,1163,2023-09-18,vehiculo,24636.75,48,vivienda,497,37.41,rechazada,score_crediticio_bajo
861,1163,2026-03-17,personal,13774.38,24,liquidez,490,32.54,rechazada,score_crediticio_bajo
862,1166,2025-02-02,personal,11442.58,12,liquidez,604,44.38,rechazada,score_crediticio_bajo
863,1168,2024-11-15,personal,16468.01,24,vivienda,741,16.39,aprobada,\N
864,1169,2023-08-03,vehiculo,33167.95,72,consumo,738,47.82,aprobada,\N
865,1170,2025-09-09,hipotecario,289916.56,180,vivienda,768,32.26,aprobada,\N
866,1173,2023-07-08,hipotecario,163448.47,360,vehiculo,605,61.56,rechazada,score_crediticio_bajo
867,1174,2025-08-09,personal,19738.23,24,vivienda,827,39.93,aprobada,\N
868,1174,2023-07-29,personal,17853.47,12,reforma,776,30.66,aprobada,\N
869,1176,2025-05-05,hipotecario,137893.12,180,liquidez,757,33.51,aprobada,\N
870,1177,2024-04-28,personal,10961.52,60,reforma,762,45.01,aprobada,\N
871,1177,2023-09-15,hipotecario,74590.44,360,vehiculo,777,44.86,rechazada,criterios_riesgo
872,1177,2023-11-15,personal,22904.34,36,reforma,763,18.34,aprobada,\N
873,1179,2023-05-26,personal,19440.11,12,reforma,569,31.41,rechazada,score_crediticio_bajo
874,1180,2024-10-12,personal,7520.18,12,consumo,737,39.86,aprobada,\N
875,1181,2025-12-31,personal,8648.7,24,vehiculo,691,31.51,aprobada,\N
876,1182,2025-09-07,vehiculo,25264.56,84,liquidez,826,12.54,aprobada,\N
877,1184,2026-04-10,personal,10161.1,48,reforma,736,12.21,aprobada,\N
878,1184,2023-03-26,personal,21502.87,60,vivienda,706,40.98,aprobada,\N
879,1185,2026-04-21,personal,6300.18,36,liquidez,685,21.59,aprobada,\N
880,1187,2024-05-17,personal,7940.28,12,vivienda,837,18.66,aprobada,\N
881,1188,2024-04-08,vehiculo,29828.29,72,liquidez,755,31.01,aprobada,\N
882,1188,2025-04-10,personal,18320.74,48,consumo,771,24.17,aprobada,\N
883,1188,2024-11-12,personal,7046.59,36,consumo,767,32.08,aprobada,\N
884,1189,2025-12-01,personal,10849.83,48,liquidez,747,0,aprobada,\N
885,1191,2025-04-11,personal,14299.91,36,liquidez,661,8.49,aprobada,\N
886,1192,2025-10-23,personal,8010.95,48,vehiculo,682,40.75,aprobada,\N
887,1194,2024-12-09,hipotecario,182699.84,300,vivienda,714,31.42,aprobada,\N
888,1195,2026-06-08,vehiculo,40419.59,48,liquidez,726,33.23,aprobada,\N
889,1195,2025-08-06,personal,12271.81,12,liquidez,717,28.28,aprobada,\N
890,1195,2025-12-10,personal,16366.52,60,consumo,721,11.62,aprobada,\N
891,1196,2026-04-18,vehiculo,24196.36,48,vivienda,603,43.85,rechazada,score_crediticio_bajo
892,1196,2024-02-26,vehiculo,23063.07,48,vivienda,603,15.51,rechazada,score_crediticio_bajo
893,1203,2023-10-30,personal,4006.68,24,vivienda,596,37.73,rechazada,score_crediticio_bajo
894,1204,2025-11-25,personal,21477.81,48,vivienda,780,33.82,aprobada,\N
895,1204,2024-03-05,vehiculo,18586.26,36,consumo,807,39.54,aprobada,\N
896,1205,2025-10-10,hipotecario,213683.79,240,vehiculo,629,44.66,rechazada,criterios_riesgo
897,1206,2024-11-23,personal,24316.16,12,vivienda,672,20.05,aprobada,\N
898,1206,2024-09-02,vehiculo,40832.75,60,reforma,717,28.09,aprobada,\N
899,1206,2025-07-29,personal,13790.39,60,vehiculo,715,39.12,aprobada,\N
900,1211,2024-09-05,personal,19325.45,60,vivienda,612,45.74,aprobada,\N
901,1212,2026-02-19,personal,7562.32,60,vehiculo,717,30.81,aprobada,\N
902,1213,2023-01-25,personal,23294.67,12,liquidez,639,51.42,aprobada,\N
903,1214,2025-05-16,vehiculo,13073.17,36,vivienda,732,5.87,aprobada,\N
904,1215,2024-12-30,personal,20997.95,48,reforma,655,36.84,aprobada,\N
905,1220,2023-09-25,vehiculo,14932.25,84,consumo,714,35.67,aprobada,\N
906,1222,2026-01-05,vehiculo,23130.53,60,vehiculo,702,4.5,aprobada,\N
907,1222,2025-07-06,vehiculo,12484.0,60,vivienda,722,31.9,aprobada,\N
908,1223,2023-08-21,vehiculo,43813.42,60,vivienda,703,15.37,aprobada,\N
909,1225,2025-12-06,personal,15851.55,36,consumo,772,37.24,aprobada,\N
910,1226,2026-04-02,personal,15108.18,48,vehiculo,809,17.98,aprobada,\N
911,1228,2025-01-08,vehiculo,13989.82,84,vehiculo,829,2.45,aprobada,\N
912,1229,2026-05-04,personal,20874.36,24,vivienda,780,30.78,aprobada,\N
913,1230,2024-12-22,hipotecario,109468.93,180,consumo,748,43.07,aprobada,\N
914,1231,2023-08-23,vehiculo,40912.88,60,reforma,693,30.92,rechazada,ingresos_insuficientes
915,1232,2026-03-11,vehiculo,33527.91,60,consumo,785,17.58,aprobada,\N
916,1233,2024-10-27,vehiculo,34573.25,48,liquidez,726,12.75,aprobada,\N
917,1234,2023-06-22,personal,22062.75,60,vivienda,786,16.91,aprobada,\N
918,1235,2026-06-22,personal,17927.54,60,liquidez,715,32.43,aprobada,\N
919,1235,2026-06-30,personal,20450.97,36,vivienda,695,28.96,aprobada,\N
920,1235,2026-06-28,vehiculo,40290.81,84,reforma,676,25.41,aprobada,\N
921,1238,2025-08-02,personal,28009.2,12,vivienda,739,26.9,aprobada,\N
922,1238,2024-10-22,personal,7252.71,12,vehiculo,727,31.55,aprobada,\N
923,1239,2024-04-11,vehiculo,26449.57,60,consumo,664,35.14,aprobada,\N
924,1240,2026-05-29,vehiculo,12597.43,84,liquidez,762,33.73,aprobada,\N
925,1243,2023-06-06,personal,17397.53,12,vehiculo,420,61.37,rechazada,score_crediticio_bajo
926,1244,2024-06-23,personal,17795.9,12,liquidez,830,33.82,aprobada,\N
927,1244,2023-05-18,personal,27133.45,48,vehiculo,797,0,aprobada,\N
928,1244,2025-04-06,hipotecario,271776.7,180,liquidez,815,31.84,aprobada,\N
929,1245,2024-07-23,vehiculo,13925.12,60,liquidez,677,46.5,aprobada,\N
930,1245,2024-04-11,personal,17870.55,24,consumo,614,30.17,aprobada,\N
931,1245,2024-01-08,hipotecario,98518.55,360,vehiculo,660,11.14,aprobada,\N
932,1251,2026-05-31,personal,4590.86,36,reforma,729,6.47,aprobada,\N
933,1253,2025-02-05,hipotecario,260127.81,240,liquidez,686,62.06,rechazada,endeudamiento_elevado
934,1257,2026-01-15,personal,2588.63,60,vehiculo,763,16.04,aprobada,\N
935,1257,2026-02-06,personal,3220.07,36,vivienda,740,25.08,aprobada,\N
936,1257,2025-08-13,personal,24949.57,48,reforma,669,64.54,rechazada,endeudamiento_elevado
937,1258,2023-11-02,personal,29602.36,36,vehiculo,728,17.29,aprobada,\N
938,1259,2024-07-05,personal,17693.08,48,liquidez,788,51.08,aprobada,\N
939,1260,2024-09-13,vehiculo,20403.41,72,vivienda,681,21.23,aprobada,\N
940,1261,2026-04-01,vehiculo,16815.4,36,vehiculo,774,31.69,aprobada,\N
941,1262,2024-04-04,vehiculo,30245.18,48,consumo,668,25.35,aprobada,\N
942,1262,2023-04-21,vehiculo,32275.63,36,liquidez,689,19.83,aprobada,\N
943,1264,2025-08-16,vehiculo,16413.61,36,vivienda,774,45.64,aprobada,\N
944,1265,2026-05-01,personal,17966.8,36,liquidez,711,13.67,aprobada,\N
945,1266,2023-05-23,personal,8047.32,60,consumo,739,19.2,aprobada,\N
946,1267,2025-03-12,personal,18369.46,48,liquidez,624,64.4,rechazada,endeudamiento_elevado
947,1267,2024-05-02,personal,12537.66,48,vivienda,684,25.94,aprobada,\N
948,1269,2025-04-07,personal,21864.46,48,vehiculo,571,83.2,rechazada,score_crediticio_bajo
949,1271,2025-02-16,hipotecario,171265.72,300,consumo,639,48.77,aprobada,\N
950,1272,2023-05-17,personal,2326.82,48,vehiculo,518,25.36,rechazada,score_crediticio_bajo
951,1273,2023-03-31,personal,2127.98,36,liquidez,775,0,aprobada,\N
952,1273,2023-06-04,vehiculo,41289.37,48,reforma,802,45.74,aprobada,\N
953,1275,2025-10-26,hipotecario,302488.07,180,liquidez,698,48.43,aprobada,\N
954,1277,2026-06-07,personal,11600.7,36,liquidez,600,32.76,rechazada,score_crediticio_bajo
955,1277,2026-06-02,hipotecario,98266.16,300,vivienda,600,19.43,rechazada,score_crediticio_bajo
956,1278,2025-08-31,hipotecario,198389.34,180,liquidez,696,52.53,aprobada,\N
957,1279,2023-02-24,vehiculo,17724.16,72,consumo,716,47.05,aprobada,\N
958,1281,2025-11-21,personal,22525.69,12,reforma,620,19.94,aprobada,\N
959,1281,2026-04-15,personal,4501.73,12,vivienda,619,48.1,aprobada,\N
960,1282,2025-01-21,personal,18680.46,24,consumo,709,35.18,aprobada,\N
961,1282,2024-10-08,vehiculo,28435.04,60,vehiculo,738,46.88,aprobada,\N
962,1283,2026-03-29,personal,24593.02,60,vehiculo,720,41.43,aprobada,\N
963,1284,2023-01-05,personal,22225.68,24,vehiculo,613,34.86,aprobada,\N
964,1289,2025-04-30,hipotecario,281397.74,300,vehiculo,644,23.14,aprobada,\N
965,1291,2024-03-20,vehiculo,19865.84,48,consumo,523,42.97,rechazada,score_crediticio_bajo
966,1293,2025-11-26,personal,6110.37,48,vehiculo,703,16.44,aprobada,\N
967,1294,2023-01-28,vehiculo,21475.46,72,vehiculo,753,42.85,aprobada,\N
968,1296,2023-07-13,vehiculo,42496.29,84,vehiculo,698,26.8,aprobada,\N
969,1296,2024-12-17,personal,17901.32,48,vehiculo,636,31.79,aprobada,\N
970,1297,2025-12-18,personal,7408.09,48,vivienda,567,1.71,rechazada,score_crediticio_bajo
971,1298,2023-05-15,hipotecario,150046.92,360,reforma,632,65.42,rechazada,endeudamiento_elevado
972,1300,2025-05-07,vehiculo,33469.86,48,reforma,639,45.82,aprobada,\N
973,1301,2026-04-29,personal,15790.98,36,vivienda,749,22.42,aprobada,\N
974,1301,2025-02-02,hipotecario,95421.88,180,consumo,716,15.21,aprobada,\N
975,1303,2024-04-25,vehiculo,24575.33,72,vehiculo,788,44.6,aprobada,\N
976,1304,2026-03-13,personal,28815.22,48,reforma,731,32.56,aprobada,\N
977,1305,2025-08-01,personal,3318.26,36,liquidez,647,40.85,rechazada,ingresos_insuficientes
978,1305,2025-08-01,personal,3246.96,48,reforma,666,18.05,rechazada,ingresos_insuficientes
979,1309,2026-06-23,hipotecario,86334.26,360,vehiculo,751,36.38,rechazada,criterios_riesgo
980,1310,2026-05-08,personal,29351.72,48,vehiculo,770,37.12,aprobada,\N
981,1311,2026-03-27,personal,16863.03,60,vivienda,743,25.47,aprobada,\N
982,1317,2024-05-12,vehiculo,27763.94,48,vehiculo,622,37.31,rechazada,ingresos_insuficientes
983,1319,2024-01-27,personal,7224.53,12,vivienda,678,47.19,aprobada,\N
984,1320,2025-02-20,personal,5278.23,12,reforma,770,22.75,aprobada,\N
985,1320,2025-11-09,personal,26288.43,12,vehiculo,795,8.17,aprobada,\N
986,1320,2025-08-14,hipotecario,178258.86,360,reforma,767,30.49,aprobada,\N
987,1321,2023-12-17,personal,6780.95,12,reforma,696,14.22,aprobada,\N
988,1323,2026-06-18,hipotecario,264405.83,240,consumo,721,26.14,aprobada,\N
989,1324,2023-11-05,vehiculo,28915.68,60,vivienda,749,19.33,aprobada,\N
990,1325,2025-05-03,vehiculo,9459.03,60,vivienda,821,31.34,aprobada,\N
991,1326,2025-07-07,personal,11613.27,60,reforma,662,43.27,aprobada,\N
992,1329,2024-02-08,vehiculo,43724.53,72,vivienda,640,53.5,aprobada,\N
993,1330,2026-05-25,vehiculo,42416.29,48,liquidez,723,43.78,aprobada,\N
994,1331,2026-06-10,personal,9214.37,48,reforma,743,35.8,aprobada,\N
995,1332,2024-07-28,personal,27722.04,12,consumo,718,43.32,aprobada,\N
996,1333,2026-06-05,personal,17598.56,36,vivienda,789,25.61,aprobada,\N
997,1335,2023-12-23,personal,8169.48,60,vivienda,655,24.81,aprobada,\N
998,1337,2024-01-13,personal,26904.77,60,reforma,857,15.56,aprobada,\N
999,1338,2024-01-07,vehiculo,20978.7,48,vivienda,725,4.95,aprobada,\N
1000,1340,2026-04-28,personal,22178.21,48,liquidez,723,57.51,rechazada,endeudamiento_elevado
1001,1340,2023-10-25,personal,10122.91,48,consumo,765,15.3,aprobada,\N
1002,1341,2024-10-14,vehiculo,21918.41,72,consumo,666,27.18,aprobada,\N
1003,1341,2025-01-23,hipotecario,194493.43,300,liquidez,669,35.67,aprobada,\N
1004,1342,2026-04-04,vehiculo,34281.78,48,vehiculo,629,29.25,aprobada,\N
1005,1343,2024-09-26,personal,5747.23,60,liquidez,693,36.27,aprobada,\N
1006,1344,2024-11-14,hipotecario,79516.53,300,vivienda,741,21.91,aprobada,\N
1007,1345,2026-03-16,hipotecario,188142.87,360,vivienda,767,46.34,aprobada,\N
1008,1346,2024-10-22,personal,11783.83,12,reforma,632,25.21,aprobada,\N
1009,1348,2025-09-13,personal,26821.74,24,vivienda,616,30.62,aprobada,\N
1010,1348,2025-03-06,vehiculo,20149.28,84,consumo,640,32.57,aprobada,\N
1011,1348,2025-07-31,personal,5218.28,60,consumo,625,19.08,aprobada,\N
1012,1349,2026-03-01,vehiculo,41917.81,36,consumo,766,8.6,aprobada,\N
1013,1350,2025-10-13,hipotecario,292348.62,240,vehiculo,565,66.25,rechazada,score_crediticio_bajo
1014,1351,2025-06-30,personal,21081.51,48,vehiculo,743,29.01,aprobada,\N
1015,1351,2024-10-28,personal,14176.17,12,vehiculo,721,53.71,aprobada,\N
1016,1352,2025-02-28,personal,6960.34,60,consumo,772,37.43,aprobada,\N
1017,1352,2025-06-13,personal,3297.47,60,reforma,765,9.82,aprobada,\N
1018,1354,2024-01-03,hipotecario,96474.5,180,vivienda,812,44.92,aprobada,\N
1019,1356,2025-07-01,personal,14410.62,60,reforma,739,12.72,aprobada,\N
1020,1357,2026-05-12,personal,3854.27,60,reforma,607,0,rechazada,score_crediticio_bajo
1021,1359,2023-05-03,vehiculo,9901.8,72,vehiculo,794,8.62,aprobada,\N
1022,1361,2025-04-26,hipotecario,141481.0,360,reforma,739,48.01,rechazada,criterios_riesgo
1023,1361,2026-02-22,hipotecario,104900.28,240,consumo,716,39.51,rechazada,criterios_riesgo
1024,1362,2025-11-05,hipotecario,242457.4,180,reforma,728,34.29,aprobada,\N
1025,1363,2025-09-09,personal,27259.58,24,vehiculo,808,30.22,aprobada,\N
1026,1363,2025-09-02,personal,26428.05,60,reforma,801,16.36,aprobada,\N
1027,1365,2025-04-04,personal,12776.9,24,reforma,747,33.96,aprobada,\N
1028,1368,2024-02-16,vehiculo,17716.71,48,reforma,702,25.54,aprobada,\N
1029,1370,2024-09-25,hipotecario,95002.93,360,liquidez,448,67.89,rechazada,score_crediticio_bajo
1030,1371,2023-04-08,personal,3090.58,12,reforma,703,15.7,aprobada,\N
1031,1372,2023-04-01,personal,4907.64,48,reforma,738,51.06,aprobada,\N
1032,1372,2024-07-13,personal,12256.58,36,vehiculo,718,27.95,aprobada,\N
1033,1373,2024-04-10,personal,26035.14,24,reforma,731,28.39,aprobada,\N
1034,1373,2024-11-02,personal,15203.3,36,vivienda,717,10.42,aprobada,\N
1035,1377,2025-05-31,vehiculo,36207.32,60,reforma,734,37.42,aprobada,\N
1036,1378,2026-02-26,personal,5426.2,60,consumo,698,43.35,aprobada,\N
1037,1381,2024-06-17,personal,21322.9,36,consumo,818,27.29,aprobada,\N
1038,1382,2023-09-26,personal,18392.79,60,vivienda,719,38.37,aprobada,\N
1039,1382,2024-10-26,personal,14039.56,36,vivienda,768,31.59,aprobada,\N
1040,1385,2025-08-03,hipotecario,80638.28,300,liquidez,897,10.73,aprobada,\N
1041,1387,2023-07-20,vehiculo,21851.15,60,liquidez,847,36.59,aprobada,\N
1042,1391,2023-10-01,personal,26037.07,48,vehiculo,725,40.14,aprobada,\N
1043,1391,2023-08-01,personal,28735.64,12,vehiculo,724,44.45,aprobada,\N
1044,1392,2023-03-21,personal,14489.16,48,vehiculo,733,37.41,aprobada,\N
1045,1394,2025-10-16,vehiculo,22673.29,36,vehiculo,650,34.05,aprobada,\N
