id_cliente,fecha_alta,fecha_nacimiento,genero,estado_civil,nivel_estudios,situacion_laboral,antiguedad_laboral_anios,ingresos_mensuales,num_dependientes,tipo_vivienda,provincia,estado_cliente
1092,2021-04-12,1982-05-01,mujer,divorciado,universitario,jubilado,\N,2015.62,0,alquiler,Barcelona,activo
1093,2005-03-04,1978-12-20,hombre,viudo,secundaria,empleado,4.5,3235.27,0,propia,Valencia,activo
1094,2024-10-28,1984-09-19,mujer,viudo,bachillerato,autonomo,15.2,2900.49,3,propia,Sevilla,activo
1095,2009-05-27,1961-06-20,hombre,casado,posgrado,empleado,3.0,1847.41,3,propia,Vizcaya,activo
1096,2013-11-07,1976-10-28,hombre,casado,universitario,estudiante,0,596.55,1,propia,Valencia,activo
1097,2017-03-12,1982-08-25,hombre,soltero,bachillerato,estudiante,0,762.77,0,alquiler,Valencia,activo
1098,2024-01-27,1981-10-22,hombre,viudo,secundaria,desempleado,3.8,730.91,1,hipotecada,Vizcaya,activo
1099,2021-07-19,1964-05-20,hombre,soltero,posgrado,autonomo,13.4,2404.82,0,hipotecada,Barcelona,activo
1100,2008-09-13,1984-01-17,mujer,divorciado,secundaria,autonomo,11.4,5445.97,3,hipotecada,A Coruña,activo
1101,2021-02-17,1979-06-18,hombre,soltero,universitario,empleado,15.3,1886.05,1,propia,A Coruña,activo
1102,2015-09-11,1962-09-28,hombre,viudo,formacion_profesional,empleado,12.5,2341.74,0,alquiler,Murcia,activo
1103,2005-12-28,1962-06-17,hombre,soltero,bachillerato,empleado,4.4,1707.68,1,propia,Málaga,activo
1104,2010-02-10,1971-10-13,mujer,soltero,universitario,jubilado,\N,1641.82,0,propia,Murcia,activo
1105,2014-02-14,1980-06-03,mujer,casado,bachillerato,empleado,0.5,1464.89,2,propia,Madrid,activo
1106,2017-02-04,1990-04-29,mujer,casado,universitario,empleado,14.1,2606.8,0,alquiler,Sevilla,activo
1107,2017-02-09,1994-10-10,mujer,divorciado,universitario,empleado,10.6,3168.08,0,alquiler,Málaga,activo
1108,2011-09-04,1978-12-05,hombre,divorciado,posgrado,empleado,6.0,1647.7,2,propia,Murcia,activo
1109,2024-08-24,1997-06-10,hombre,casado,formacion_profesional,empleado,9.3,1958.86,2,familiar,Madrid,activo
1110,2009-06-11,1989-07-23,mujer,soltero,universitario,empleado,10.9,1203.92,3,hipotecada,Zaragoza,activo
1111,2025-05-19,1996-02-28,mujer,divorciado,secundaria,empleado,6.6,2961.62,1,hipotecada,Madrid,activo
1112,2014-06-07,1991-02-02,mujer,casado,universitario,empleado,0.4,2859.28,2,propia,A Coruña,activo
1113,2016-10-20,1986-11-11,otro,soltero,posgrado,empleado,4.5,1827.04,0,hipotecada,Barcelona,activo
1114,2024-10-11,1998-05-19,hombre,soltero,secundaria,empleado,4.7,2229.2,0,propia,Madrid,activo
1115,2018-02-23,1971-06-16,hombre,viudo,universitario,empleado,11.7,2699.35,3,alquiler,Málaga,activo
1116,2007-09-08,1969-08-29,hombre,divorciado,bachillerato,jubilado,\N,2683.32,2,propia,Málaga,activo
1117,2019-06-07,2000-08-25,hombre,casado,formacion_profesional,desempleado,0,1292.38,1,alquiler,Madrid,activo
1118,2023-01-02,2003-12-05,hombre,viudo,secundaria,empleado,2.7,2532.09,0,propia,Madrid,activo
1119,2013-12-27,1993-01-31,mujer,divorciado,bachillerato,empleado,0,1732.09,2,familiar,Alicante,activo
1120,2025-11-15,2006-06-07,mujer,soltero,formacion_profesional,autonomo,2,1705.22,2,hipotecada,Barcelona,activo
1121,2015-04-12,1993-05-10,mujer,viudo,universitario,autonomo,15,1898.99,0,alquiler,Murcia,activo
1122,2024-04-01,1999-04-19,hombre,soltero,universitario,empleado,9,2248.23,2,familiar,Sevilla,activo
1123,2018-11-21,1988-07-24,mujer,soltero,secundaria,autonomo,11.7,2825.84,0,hipotecada,Murcia,activo
1124,2016-05-19,1984-06-06,hombre,soltero,universitario,empleado,6.1,2539.96,2,alquiler,Málaga,activo
1125,2024-06-25,1990-08-29,mujer,divorciado,universitario,empleado,5.5,3620.27,1,hipotecada,A Coruña,activo
1126,2007-01-05,1983-11-10,hombre,viudo,universitario,estudiante,0,124.76,0,alquiler,Valencia,activo
1127,2022-10-11,1987-06-21,hombre,casado,secundaria,empleado,9.0,1588.6,3,hipotecada,Sevilla,activo
1128,2014-01-25,1985-11-22,mujer,viudo,universitario,empleado,9.7,2386.92,1,familiar,Madrid,activo
1129,2014-02-14,1989-03-12,mujer,casado,universitario,empleado,4.6,2439.16,1,alquiler,Madrid,activo
1130,2025-02-15,1963-06-30,mujer,viudo,formacion_profesional,empleado,0,1838.88,4,alquiler,Valencia,activo
1131,2022-05-14,2002-09-26,hombre,soltero,posgrado,empleado,5,1087.25,0,propia,Vizcaya,activo
1132,2024-11-08,1997-07-21,otro,soltero,bachillerato,autonomo,8.7,1786.78,1,propia,Málaga,activo
1133,2025-07-09,1989-09-03,mujer,casado,formacion_profesional,desempleado,2.4,1001.95,2,propia,Madrid,activo
1134,2022-01-27,1992-07-24,mujer,soltero,secundaria,empleado,8.6,1182.29,2,propia,A Coruña,activo
1135,2023-06-22,1982-01-10,mujer,divorciado,secundaria,jubilado,\N,1845.61,0,hipotecada,Barcelona,activo
1136,2006-04-03,1987-01-18,hombre,divorciado,bachillerato,empleado,13.8,2458.09,1,familiar,Murcia,activo
1137,2021-04-17,1989-11-16,mujer,casado,formacion_profesional,empleado,4.4,1018.05,0,alquiler,Barcelona,activo
1138,2021-04-06,1980-10-22,mujer,divorciado,secundaria,empleado,9.8,2140.56,1,familiar,Vizcaya,activo
1139,2006-07-05,1981-02-16,mujer,divorciado,universitario,jubilado,\N,1925.07,0,propia,Zaragoza,activo
1140,2007-06-10,1968-12-07,hombre,casado,secundaria,empleado,11.7,3699.65,3,propia,Alicante,activo
1141,2023-07-05,1944-03-01,hombre,soltero,posgrado,empleado,0.5,2499.05,0,alquiler,Málaga,activo
1142,2018-04-17,1983-02-16,hombre,soltero,bachillerato,empleado,2.3,1923.55,3,propia,Málaga,activo
1143,2013-12-08,1973-05-09,hombre,soltero,posgrado,empleado,5.5,1961.53,0,familiar,A Coruña,activo
1144,2012-10-28,1990-09-30,mujer,viudo,bachillerato,empleado,10.0,1451.41,1,alquiler,Sevilla,activo
1145,2010-06-14,1984-09-27,hombre,casado,universitario,estudiante,0,776.35,1,alquiler,Madrid,activo
1146,2026-05-31,1990-10-22,hombre,viudo,bachillerato,autonomo,0,3031.52,0,alquiler,Valencia,activo
1147,2013-03-10,1965-06-23,mujer,soltero,posgrado,autonomo,6.0,2355.51,0,hipotecada,Zaragoza,activo
1148,2016-12-23,1991-06-24,mujer,casado,secundaria,empleado,6.4,2117.13,2,alquiler,Zaragoza,activo
1149,2013-12-04,1964-09-13,mujer,casado,formacion_profesional,jubilado,\N,1788.81,1,hipotecada,Málaga,activo
1150,2025-09-28,2007-09-25,mujer,casado,universitario,jubilado,\N,2532.49,2,alquiler,A Coruña,activo
1151,2010-08-17,1960-07-11,mujer,soltero,formacion_profesional,empleado,10.4,1882.32,2,alquiler,Vizcaya,activo
1152,2020-01-16,1991-10-15,mujer,casado,posgrado,jubilado,\N,1751.0,1,alquiler,Alicante,activo
1153,2009-05-25,1986-10-30,mujer,viudo,formacion_profesional,empleado,5.5,3686.35,1,alquiler,Alicante,activo
1154,2008-05-13,1979-09-27,mujer,casado,formacion_profesional,estudiante,0,315.57,1,alquiler,Murcia,activo
1155,2026-02-28,1990-06-11,hombre,divorciado,posgrado,autonomo,4.9,1882.68,1,hipotecada,Zaragoza,activo
1156,2013-07-18,1977-12-13,hombre,divorciado,universitario,autonomo,16.7,2016.39,0,propia,Valencia,activo
1157,2013-10-26,1978-10-06,mujer,divorciado,universitario,empleado,10.2,2030.18,0,hipotecada,Sevilla,activo
1158,2025-05-03,2001-03-23,hombre,divorciado,bachillerato,jubilado,\N,2786.15,0,hipotecada,Murcia,activo
1159,2021-01-31,1999-04-01,hombre,soltero,universitario,empleado,5.4,3196.5,1,alquiler,Zaragoza,activo
1160,2025-06-06,1996-06-17,hombre,casado,formacion_profesional,empleado,4.5,2287.18,1,hipotecada,Vizcaya,activo
1161,2006-09-03,1968-09-08,mujer,divorciado,universitario,jubilado,\N,2183.95,1,propia,Madrid,activo
1162,2023-10-23,1973-05-17,hombre,casado,formacion_profesional,empleado,6.4,2040.21,2,hipotecada,Alicante,activo
1163,2021-04-29,1976-10-30,hombre,divorciado,posgrado,desempleado,1.3,522.03,0,propia,Barcelona,activo
1164,2008-02-25,1989-05-17,mujer,viudo,universitario,desempleado,2.4,1604.23,1,hipotecada,Valencia,bloqueado
1165,2005-02-25,1970-10-30,mujer,viudo,formacion_profesional,empleado,5.3,2484.55,0,familiar,A Coruña,activo
1166,2014-04-27,1976-10-14,mujer,divorciado,formacion_profesional,desempleado,2.2,387.77,0,familiar,Málaga,activo
1167,2023-02-14,1995-09-03,mujer,divorciado,bachillerato,jubilado,\N,1633.01,2,propia,A Coruña,activo
1168,2014-08-09,1951-07-12,hombre,soltero,secundaria,jubilado,\N,1051.61,0,hipotecada,Zaragoza,activo
1169,2014-10-16,1995-03-05,mujer,soltero,universitario,jubilado,\N,1240.35,0,hipotecada,Barcelona,activo
1170,2005-10-04,1979-10-28,hombre,divorciado,universitario,empleado,11.3,2559.72,2,alquiler,Alicante,activo
1171,2017-05-30,1997-10-22,mujer,viudo,bachillerato,empleado,10,1583.52,1,propia,Zaragoza,activo
1172,2008-10-05,1960-07-05,hombre,casado,universitario,jubilado,\N,700,0,propia,Vizcaya,inactivo
1173,2009-04-09,1981-04-23,mujer,soltero,secundaria,desempleado,3.4,650.97,2,hipotecada,Barcelona,activo
1174,2010-06-28,1969-10-07,hombre,soltero,universitario,empleado,2.7,2181.23,1,propia,Valencia,activo
1175,2016-10-04,1988-01-03,hombre,soltero,formacion_profesional,empleado,8.9,2324.56,1,hipotecada,Murcia,activo
1176,2025-03-06,1976-12-17,mujer,casado,secundaria,autonomo,19.4,2056.77,2,hipotecada,Sevilla,inactivo
1177,2022-08-28,1973-11-16,hombre,casado,universitario,autonomo,4.7,1463.34,2,alquiler,A Coruña,activo
1178,2022-10-21,1988-03-13,hombre,casado,bachillerato,empleado,3.0,1733.39,2,propia,Zaragoza,activo
1179,2010-06-27,1977-07-06,hombre,soltero,formacion_profesional,desempleado,0,1195.74,0,hipotecada,Murcia,activo
1180,2010-07-18,1979-02-03,hombre,viudo,universitario,jubilado,\N,2641.38,1,hipotecada,Valencia,activo
1181,2014-11-04,1968-09-05,mujer,viudo,universitario,empleado,2.8,2389.73,0,familiar,Barcelona,activo
1182,2008-02-07,1979-01-15,mujer,soltero,bachillerato,empleado,14.6,3440.36,0,alquiler,Madrid,activo
1183,2016-05-16,1992-06-08,mujer,viudo,formacion_profesional,autonomo,6.9,2555.16,1,propia,Zaragoza,activo
1184,2022-06-12,1990-03-01,mujer,divorciado,secundaria,empleado,2.9,1661.33,0,propia,Valencia,activo
1185,2025-02-25,1955-09-12,mujer,casado,universitario,jubilado,\N,1461.61,0,hipotecada,A Coruña,activo
1186,2011-10-17,1984-05-14,mujer,viudo,secundaria,empleado,0,2217.37,2,hipotecada,Murcia,activo
1187,2013-12-03,1953-04-17,mujer,viudo,formacion_profesional,empleado,14.2,1682.33,0,hipotecada,Valencia,activo
1188,2007-01-02,1964-07-21,mujer,soltero,formacion_profesional,empleado,9.3,2019.76,3,hipotecada,Vizcaya,activo
1189,2025-10-04,1981-03-21,mujer,viudo,universitario,empleado,0,2389.01,0,hipotecada,Málaga,activo
1190,2008-12-13,1982-02-06,hombre,divorciado,universitario,empleado,4.7,1127.33,1,alquiler,Zaragoza,activo
1191,2013-06-04,1976-02-05,mujer,viudo,universitario,empleado,6.7,3784.44,1,propia,Madrid,activo
1192,2017-10-05,1979-07-25,hombre,viudo,secundaria,empleado,3.7,994.94,1,propia,Alicante,activo
1193,2013-03-23,1966-09-28,hombre,casado,secundaria,empleado,4.5,2678.56,2,familiar,Madrid,activo
1194,2024-01-04,1995-04-10,mujer,soltero,formacion_profesional,empleado,9.2,2192.16,1,hipotecada,Madrid,activo
1195,2019-12-31,1990-02-06,mujer,soltero,bachillerato,autonomo,9.7,4800.79,0,hipotecada,Málaga,activo
1196,2018-10-27,1979-06-23,mujer,soltero,formacion_profesional,empleado,7.4,2637.46,0,hipotecada,Zaragoza,activo
1197,2017-10-05,1994-04-03,hombre,soltero,universitario,empleado,10.8,2847.5,2,hipotecada,Vizcaya,activo
1198,2017-06-04,1976-12-01,hombre,soltero,universitario,empleado,9.4,2101.85,3,alquiler,Zaragoza,activo
1199,2025-08-02,1991-06-16,hombre,soltero,bachillerato,empleado,7.9,1972.47,0,alquiler,Sevilla,activo
1200,2024-02-17,2002-02-03,hombre,viudo,bachillerato,jubilado,\N,2895.06,3,hipotecada,Madrid,activo
1201,2016-12-04,1969-01-03,mujer,divorciado,formacion_profesional,estudiante,0,690.88,1,propia,Vizcaya,activo
1202,2023-01-10,1973-07-22,mujer,viudo,posgrado,estudiante,0,658.01,0,hipotecada,Alicante,activo
1203,2022-02-11,1991-01-02,hombre,divorciado,formacion_profesional,empleado,8.1,1807.95,2,alquiler,Málaga,activo
1204,2021-12-08,1964-06-18,mujer,soltero,secundaria,empleado,5.5,1399.9,1,hipotecada,A Coruña,activo
1205,2006-07-11,1980-09-21,mujer,divorciado,bachillerato,desempleado,0,1616.54,1,familiar,Barcelona,activo
1206,2013-11-25,1992-01-20,mujer,viudo,universitario,empleado,8.5,2542.47,2,alquiler,Murcia,activo
1207,2016-08-08,1993-08-07,hombre,viudo,posgrado,autonomo,3.6,1348.84,0,familiar,Valencia,activo
1208,2025-11-11,2007-03-13,hombre,divorciado,universitario,empleado,1,1250.2,0,familiar,A Coruña,activo
1209,2023-02-07,1972-11-14,mujer,casado,secundaria,empleado,14.3,1499.24,0,alquiler,Valencia,activo
1210,2019-12-04,1984-07-27,mujer,soltero,bachillerato,autonomo,7.3,3883.65,3,hipotecada,A Coruña,activo
1211,2016-07-04,1955-09-12,mujer,divorciado,posgrado,empleado,17.4,2115.26,3,alquiler,Barcelona,activo
1212,2025-10-25,1958-09-25,mujer,casado,universitario,empleado,8.3,1571.4,3,alquiler,Vizcaya,activo
1213,2014-10-26,1976-12-21,hombre,divorciado,formacion_profesional,jubilado,\N,1576.89,0,propia,Valencia,activo
1214,2013-07-13,1985-03-26,mujer,divorciado,universitario,empleado,7.7,1767.38,3,hipotecada,Alicante,activo
1215,2024-07-12,2003-09-18,hombre,soltero,universitario,empleado,4,2803.97,2,propia,Barcelona,activo
1216,2011-02-08,1991-02-19,mujer,casado,formacion_profesional,desempleado,2.4,476.56,0,hipotecada,Vizcaya,activo
1217,2020-11-23,1994-12-20,mujer,casado,formacion_profesional,empleado,5.4,4302.08,2,propia,A Coruña,activo
1218,2023-09-25,1964-02-07,hombre,viudo,formacion_profesional,empleado,3.5,1988.89,0,propia,Murcia,activo
1219,2013-08-28,1966-05-09,hombre,casado,secundaria,empleado,7.5,3579.64,2,familiar,Sevilla,activo
1220,2016-04-03,1984-07-09,hombre,viudo,universitario,empleado,12.0,1294.48,4,propia,Madrid,activo
1221,2006-09-21,1987-01-29,hombre,casado,posgrado,empleado,5.7,3699.64,2,hipotecada,Alicante,activo
1222,2025-01-23,1975-12-05,mujer,viudo,formacion_profesional,empleado,9.2,1676.2,3,hipotecada,Madrid,activo
1223,2021-10-31,1972-02-09,hombre,casado,universitario,empleado,4.5,1688.49,0,propia,A Coruña,activo
1224,2026-03-08,2006-11-03,mujer,divorciado,universitario,estudiante,0,989.01,3,alquiler,Vizcaya,activo
1225,2023-06-20,1996-06-29,mujer,soltero,universitario,empleado,2.4,2282.75,0,hipotecada,A Coruña,activo
1226,2026-03-31,1977-12-20,mujer,viudo,universitario,empleado,11.6,1892.42,1,alquiler,Málaga,activo
1227,2020-06-12,1971-01-23,hombre,divorciado,universitario,estudiante,0,504.61,0,propia,Barcelona,activo
1228,2019-07-23,1999-07-19,hombre,soltero,formacion_profesional,empleado,1.8,2779.99,0,propia,Barcelona,activo
1229,2025-11-01,2003-03-07,hombre,casado,secundaria,empleado,5,3186.29,0,alquiler,Zaragoza,activo
1230,2005-03-04,1986-10-26,mujer,divorciado,bachillerato,empleado,8.2,2623.28,0,alquiler,Alicante,activo
1231,2022-08-14,1962-02-10,hombre,viudo,secundaria,estudiante,0,645.47,2,hipotecada,Málaga,activo
1232,2012-01-23,1970-01-22,mujer,divorciado,universitario,empleado,14.9,1529.91,0,familiar,Sevilla,activo
1233,2014-07-15,1979-06-17,mujer,casado,universitario,empleado,0,3182.38,2,alquiler,Málaga,activo
1234,2018-07-17,1970-01-10,hombre,divorciado,bachillerato,empleado,8.7,3252.76,0,hipotecada,Murcia,activo
1235,2026-06-07,2007-07-11,hombre,casado,formacion_profesional,empleado,0,1675.08,1,familiar,Barcelona,activo
1236,2026-02-17,2007-10-17,mujer,soltero,secundaria,empleado,0,2240.38,0,alquiler,Alicante,activo
1237,2019-02-18,1999-09-18,mujer,soltero,posgrado,empleado,7.7,1148.61,2,propia,Valencia,activo
1238,2024-02-16,1969-02-16,hombre,casado,formacion_profesional,empleado,6.8,1186.18,0,hipotecada,Alicante,activo
1239,2017-06-06,1971-11-07,hombre,casado,bachillerato,empleado,2.4,2825.39,4,alquiler,Sevilla,inactivo
1240,2026-03-01,2007-12-28,mujer,divorciado,universitario,empleado,0,2689.28,0,hipotecada,Barcelona,activo
1241,2025-12-18,1958-04-13,mujer,soltero,formacion_profesional,autonomo,17.3,2176.9,1,familiar,Alicante,activo
1242,2019-06-21,1983-02-01,mujer,viudo,universitario,autonomo,3.5,4224.19,0,hipotecada,Murcia,activo
1243,2006-05-13,1984-09-26,hombre,casado,secundaria,desempleado,4.7,907.04,3,hipotecada,Sevilla,activo
1244,2021-02-17,1973-01-15,hombre,soltero,formacion_profesional,empleado,10.5,2949.47,0,hipotecada,Alicante,activo
1245,2019-07-03,1990-11-18,mujer,divorciado,bachillerato,empleado,0,2221.92,0,alquiler,Vizcaya,activo
1246,2023-05-19,1964-03-15,hombre,divorciado,bachillerato,empleado,4.2,1997.48,1,hipotecada,Valencia,activo
1247,2016-12-20,1988-09-29,mujer,viudo,posgrado,jubilado,\N,1367.14,1,alquiler,Valencia,activo
1248,2018-06-07,1983-07-13,hombre,soltero,universitario,empleado,3.0,2334.22,0,hipotecada,A Coruña,activo
1249,2021-10-09,1981-09-27,mujer,casado,universitario,jubilado,\N,1673.76,0,propia,Sevilla,activo
1250,2022-11-22,1992-03-01,hombre,casado,posgrado,desempleado,2.3,978.3,1,alquiler,Valencia,activo
1251,2026-05-25,2000-06-05,mujer,viudo,universitario,empleado,6.4,2696.44,0,propia,Vizcaya,activo
1252,2013-08-10,1972-12-22,mujer,casado,universitario,desempleado,0.4,1038.88,0,propia,Vizcaya,activo
1253,2022-08-20,1953-06-06,mujer,divorciado,universitario,empleado,11.4,1789.5,0,hipotecada,Madrid,activo
1254,2019-09-16,1999-06-30,hombre,divorciado,posgrado,autonomo,8.1,6377.23,0,alquiler,Murcia,activo
1255,2026-06-09,2008-05-23,hombre,viudo,posgrado,empleado,0,2737.15,0,alquiler,Barcelona,activo
1256,2007-01-10,1986-07-04,mujer,soltero,universitario,autonomo,0,2507.57,3,propia,Vizcaya,activo
1257,2014-08-23,1968-03-23,hombre,viudo,universitario,empleado,1.2,1423.85,1,alquiler,Vizcaya,activo
1258,2017-07-08,1967-11-22,mujer,divorciado,secundaria,empleado,0,3996.83,1,hipotecada,Alicante,activo
1259,2013-02-21,1976-03-30,hombre,viudo,posgrado,empleado,1.5,1327.92,0,hipotecada,Zaragoza,activo
1260,2024-01-19,1967-11-11,hombre,soltero,universitario,jubilado,\N,1116.22,2,propia,A Coruña,activo
1261,2025-12-17,1985-12-24,hombre,soltero,universitario,empleado,4.8,1312.37,3,propia,Málaga,activo
1262,2018-07-04,1972-12-15,mujer,viudo,posgrado,empleado,9.1,1201.11,0,alquiler,Valencia,activo
1263,2022-01-17,2003-04-09,mujer,divorciado,bachillerato,empleado,5,2134.91,1,propia,Vizcaya,bloqueado
1264,2020-04-10,1981-01-04,hombre,divorciado,formacion_profesional,empleado,3.3,2082.49,0,propia,A Coruña,activo
1265,2026-01-15,1961-06-21,hombre,casado,universitario,autonomo,19.4,1359.92,0,propia,Murcia,inactivo
1266,2018-11-21,1997-04-01,hombre,viudo,universitario,jubilado,\N,949.11,2,familiar,Vizcaya,activo
1267,2022-01-12,2002-03-29,mujer,divorciado,secundaria,autonomo,6,3535.6,0,propia,Zaragoza,activo
1268,2019-05-23,1971-09-17,hombre,soltero,universitario,autonomo,10.2,5261.51,2,propia,Zaragoza,activo
1269,2024-06-27,1988-03-06,hombre,viudo,universitario,estudiante,0,45.67,0,hipotecada,Madrid,activo
1270,2010-10-02,1973-10-26,hombre,divorciado,universitario,estudiante,0,895.48,2,propia,Valencia,activo
1271,2024-07-16,2000-09-13,mujer,soltero,formacion_profesional,empleado,7,2536.08,0,hipotecada,A Coruña,activo
1272,2014-12-06,1993-10-10,mujer,soltero,secundaria,jubilado,\N,1877.68,1,alquiler,Valencia,activo
1273,2022-05-18,1972-01-02,mujer,divorciado,formacion_profesional,empleado,9.3,2413.92,0,alquiler,Sevilla,inactivo
1274,2024-07-18,1969-01-09,hombre,viudo,formacion_profesional,jubilado,\N,1594.88,2,alquiler,Sevilla,inactivo
1275,2024-12-26,1981-02-22,otro,divorciado,formacion_profesional,empleado,6.0,2276.03,2,propia,Madrid,activo
1276,2012-06-29,1975-01-13,hombre,casado,universitario,empleado,2.7,2741.37,0,propia,Madrid,inactivo
1277,2026-01-06,1979-09-28,mujer,casado,secundaria,empleado,0,2670.92,2,propia,Barcelona,activo
1278,2022-06-21,1982-11-07,hombre,viudo,secundaria,empleado,5.9,1831.79,2,hipotecada,Valencia,activo
1279,2009-02-16,1990-08-11,mujer,soltero,posgrado,empleado,2.5,5851.51,0,hipotecada,Valencia,inactivo
1280,2025-03-18,1954-11-19,mujer,soltero,secundaria,empleado,8.2,3420.49,0,propia,Sevilla,activo
1281,2025-07-24,1987-03-30,mujer,divorciado,secundaria,estudiante,0,1149.2,1,alquiler,Murcia,activo
1282,2023-07-02,1988-05-10,mujer,soltero,posgrado,empleado,5.7,1746.03,0,hipotecada,Barcelona,activo
1283,2005-03-21,1986-06-06,mujer,casado,universitario,jubilado,\N,1572.8,0,alquiler,Madrid,activo
1284,2012-10-23,1963-02-09,hombre,divorciado,posgrado,empleado,10.8,3382.47,1,hipotecada,Valencia,activo
1285,2013-01-21,1977-09-24,hombre,soltero,universitario,empleado,11.8,2644.1,0,alquiler,Alicante,activo
1286,2006-04-27,1979-09-24,mujer,casado,universitario,empleado,6.3,1928.86,2,familiar,Sevilla,bloqueado
1287,2024-01-11,1958-09-13,hombre,divorciado,secundaria,empleado,12.8,1980.37,0,propia,Zaragoza,activo
1288,2006-08-21,1983-06-26,hombre,soltero,universitario,empleado,10.4,3487.19,0,hipotecada,A Coruña,activo
1289,2022-06-23,1972-07-06,hombre,viudo,universitario,empleado,8.2,2888.85,2,propia,Sevilla,activo
1290,2020-10-07,1988-06-28,hombre,viudo,formacion_profesional,autonomo,3.5,4223.89,0,hipotecada,A Coruña,activo
1291,2011-04-26,1984-06-27,mujer,viudo,formacion_profesional,estudiante,0,167.86,3,alquiler,Valencia,activo
1292,2008-11-01,1951-05-18,mujer,casado,universitario,empleado,7.8,2445.61,3,hipotecada,Valencia,activo
1293,2013-04-20,1979-11-09,mujer,soltero,secundaria,empleado,17.4,1671.73,1,alquiler,Valencia,activo
1294,2021-03-05,1987-03-08,mujer,soltero,universitario,autonomo,3.1,3389.27,1,familiar,Madrid,activo
1295,2020-08-17,1998-07-15,hombre,divorciado,universitario,empleado,3.6,1819.06,0,alquiler,Murcia,activo
1296,2020-10-15,1984-04-06,hombre,casado,secundaria,autonomo,5.4,2143.21,2,familiar,A Coruña,activo
1297,2025-09-09,2006-04-12,mujer,soltero,universitario,estudiante,0,436.47,1,familiar,Valencia,activo
1298,2021-03-15,1982-04-05,mujer,casado,secundaria,autonomo,0,3061.01,2,propia,Málaga,activo
1299,2012-01-20,1987-10-25,mujer,casado,secundaria,autonomo,5.7,7480.56,1,propia,Madrid,activo
1300,2023-12-07,2005-02-09,hombre,casado,secundaria,empleado,0,950,0,hipotecada,Valencia,activo
1301,2007-02-06,1982-10-17,mujer,casado,posgrado,empleado,6.7,3364.5,4,alquiler,Murcia,activo
1302,2013-12-04,1982-12-31,hombre,casado,posgrado,estudiante,0,1007.91,0,propia,Barcelona,activo
1303,2011-09-12,1973-11-02,mujer,divorciado,bachillerato,empleado,11.5,3647.61,1,familiar,Vizcaya,activo
1304,2006-07-02,1964-02-10,hombre,soltero,formacion_profesional,empleado,15.8,2024.77,3,alquiler,Zaragoza,activo
1305,2023-11-16,1969-11-29,hombre,viudo,posgrado,jubilado,\N,777.82,2,propia,Vizcaya,activo
1306,2013-02-13,1961-12-11,hombre,casado,universitario,empleado,7.3,1837.74,1,hipotecada,Sevilla,activo
1307,2024-11-23,1994-03-07,hombre,divorciado,posgrado,empleado,9.1,1899.55,0,propia,Alicante,activo
1308,2008-01-31,1976-07-25,mujer,soltero,universitario,jubilado,\N,1666.72,1,hipotecada,Madrid,activo
1309,2026-06-05,2007-10-01,hombre,casado,universitario,jubilado,\N,1117.12,0,familiar,Barcelona,activo
1310,2026-01-14,1994-07-30,mujer,divorciado,posgrado,empleado,0,1990.35,2,familiar,Valencia,activo
1311,2025-12-03,1992-12-25,hombre,soltero,universitario,empleado,6.8,2259.31,2,alquiler,Vizcaya,activo
1312,2014-02-06,1973-10-18,mujer,divorciado,universitario,empleado,4.3,1747.38,2,familiar,Zaragoza,activo
1313,2020-03-30,1998-03-20,hombre,viudo,posgrado,jubilado,\N,1155.96,4,propia,Sevilla,activo
1314,2007-11-03,1976-02-08,mujer,divorciado,formacion_profesional,empleado,0,1870.64,1,hipotecada,Valencia,activo
1315,2021-04-15,1989-12-08,mujer,soltero,formacion_profesional,empleado,3.9,2960.97,0,familiar,Valencia,activo
1316,2013-04-03,1975-03-01,mujer,soltero,posgrado,desempleado,1.0,657.9,0,familiar,Vizcaya,activo
1317,2020-07-31,1993-04-11,hombre,viudo,bachillerato,desempleado,1.0,679.85,0,hipotecada,Sevilla,activo
1318,2025-05-09,1972-05-08,hombre,divorciado,universitario,autonomo,18.4,3298.31,3,alquiler,Vizcaya,activo
1319,2018-03-25,1993-02-07,mujer,soltero,secundaria,empleado,8.1,1382.92,2,propia,Valencia,activo
1320,2012-02-22,1993-08-03,hombre,viudo,formacion_profesional,autonomo,7.8,2376.5,3,alquiler,Sevilla,activo
1321,2019-09-17,1991-03-24,hombre,viudo,posgrado,empleado,12.3,1886.33,1,propia,Zaragoza,activo
1322,2026-06-26,2008-01-16,hombre,casado,secundaria,empleado,0,3743.02,0,propia,Málaga,activo
1323,2025-05-19,2004-03-06,hombre,casado,formacion_profesional,autonomo,4,4573.76,4,alquiler,Valencia,activo
1324,2023-02-25,1987-10-09,hombre,divorciado,universitario,empleado,3.1,2748.35,0,hipotecada,Sevilla,activo
1325,2016-06-25,1995-03-03,mujer,soltero,formacion_profesional,empleado,0,3275.83,0,hipotecada,Sevilla,activo
1326,2010-01-22,1976-01-01,mujer,viudo,secundaria,empleado,6.2,2082.63,0,propia,A Coruña,activo
1327,2022-09-03,1979-10-20,hombre,soltero,formacion_profesional,jubilado,\N,1832.45,2,propia,Barcelona,activo
1328,2026-06-10,2008-01-01,mujer,casado,universitario,desempleado,0,1105.07,2,familiar,Murcia,activo
